"Code","Label","level","superior","segment1","Code1","segment2","Code2","segment3","Code3","segment4","Code4","Parent","duplicateCode","orphan","childless","duplicateLabel","singleChildMismatch"
"U99.0","99.0 Activities of extraterritorial organisations and bodies",3,NA,"U","U","99","U99","0","U99.0",NA,NA,"U99",0,0,0,0,0
"U99.00","99.00 Activities of extraterritorial organisations and bodies",4,NA,"U","U","99","U99","0","U99.0","0","U99.00","U99.0",0,0,NA,0,0
"A","A AGRICULTURE, FORESTRY AND FISHING",1,NA,"A","A",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"B","B MINING AND QUARRYING",1,NA,"B","B",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"C","C MANUFACTURING",1,NA,"C","C",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"D","D ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1,NA,"D","D",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"E","E WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",1,NA,"E","E",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"F","F CONSTRUCTION",1,NA,"F","F",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"G","G WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1,NA,"G","G",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"H","H TRANSPORTATION AND STORAGE",1,NA,"H","H",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"I","I ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1,NA,"I","I",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"J","J INFORMATION AND COMMUNICATION",1,NA,"J","J",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"K","K FINANCIAL AND INSURANCE ACTIVITIES",1,NA,"K","K",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"L","L REAL ESTATE ACTIVITIES",1,NA,"L","L",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"M","M PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1,NA,"M","M",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"N","N ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1,NA,"N","N",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"O","O PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY",1,NA,"O","O",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"P","P EDUCATION",1,NA,"P","P",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"Q","Q HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1,NA,"Q","Q",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"R","R ARTS, ENTERTAINMENT AND RECREATION",1,NA,"R","R",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"S","S OTHER SERVICE ACTIVITIES",1,NA,"S","S",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"T","T ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE",1,NA,"T","T",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"U","U ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES",1,NA,"U","U",NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
