"Code","Label","level","superior","segment1","Code1","segment2","Code2","segment3","Code3","segment4","Code4","Parent","duplicateCode","orphan","childless","duplicateLabel","singleChildMismatch"
"C20.17","20.17 Manufacture of synthetic rubber in primary forms",4,NA,"C","C","20","C20","1","C20.1","7","C20.17","C20.1",0,0,NA,0,0
"C20.2","20.2 Manufacture of pesticides and other agrochemical products",3,NA,"C","C","20","C20","2","C20.2",NA,NA,"C20",0,0,0,0,0
"C20.20","20.20 Manufacture of pesticides and other agrochemical products",4,NA,"C","C","20","C20","2","C20.2","0","C20.20","C20.2",0,0,NA,0,0
"C20.3","20.3 Manufacture of paints, varnishes and similar coatings, printing ink and mastics",3,NA,"C","C","20","C20","3","C20.3",NA,NA,"C20",0,0,0,0,0
"C20.30","20.30 Manufacture of paints, varnishes and similar coatings, printing ink and mastics",4,NA,"C","C","20","C20","3","C20.3","0","C20.30","C20.3",0,0,NA,0,0
"C20.4","20.4 Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",3,NA,"C","C","20","C20","4","C20.4",NA,NA,"C20",0,0,0,0,0
"C20.41","20.41 Manufacture of soap and detergents, cleaning and polishing preparations",4,NA,"C","C","20","C20","4","C20.4","1","C20.41","C20.4",0,0,NA,0,0
"C20.42","20.42 Manufacture of perfumes and toilet preparations",4,NA,"C","C","20","C20","4","C20.4","2","C20.42","C20.4",0,0,NA,0,0
"C20.5","20.5 Manufacture of other chemical products",3,NA,"C","C","20","C20","5","C20.5",NA,NA,"C20",0,0,0,0,0
"C20.51","20.51 Manufacture of explosives",4,NA,"C","C","20","C20","5","C20.5","1","C20.51","C20.5",0,0,NA,0,0
"C20.52","20.52 Manufacture of glues",4,NA,"C","C","20","C20","5","C20.5","2","C20.52","C20.5",0,0,NA,0,0
"C20.53","20.53 Manufacture of essential oils",4,NA,"C","C","20","C20","5","C20.5","3","C20.53","C20.5",0,0,NA,0,0
"C20.59","20.59 Manufacture of other chemical products n.e.c.",4,NA,"C","C","20","C20","5","C20.5","9","C20.59","C20.5",0,0,NA,0,0
"C20.6","20.6 Manufacture of man-made fibres",3,NA,"C","C","20","C20","6","C20.6",NA,NA,"C20",0,0,0,0,0
"C20.60","20.60 Manufacture of man-made fibres",4,NA,"C","C","20","C20","6","C20.6","0","C20.60","C20.6",0,0,NA,0,0
"C21","21 Manufacture of basic pharmaceutical products and pharmaceutical preparations",2,NA,"C","C","21","C21",NA,NA,NA,NA,"C",0,0,0,0,0
"C21.1","21.1 Manufacture of basic pharmaceutical products",3,NA,"C","C","21","C21","1","C21.1",NA,NA,"C21",0,0,0,0,0
"C21.10","21.10 Manufacture of basic pharmaceutical products",4,NA,"C","C","21","C21","1","C21.1","0","C21.10","C21.1",0,0,NA,0,0
"C21.2","21.2 Manufacture of pharmaceutical preparations",3,NA,"C","C","21","C21","2","C21.2",NA,NA,"C21",0,0,0,0,0
"C21.20","21.20 Manufacture of pharmaceutical preparations",4,NA,"C","C","21","C21","2","C21.2","0","C21.20","C21.2",0,0,NA,0,0
"C22","22 Manufacture of rubber and plastic products",2,NA,"C","C","22","C22",NA,NA,NA,NA,"C",0,0,0,0,0
"C22.1","22.1 Manufacture of rubber products",3,NA,"C","C","22","C22","1","C22.1",NA,NA,"C22",0,0,0,0,0
"C22.11","22.11 Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres",4,NA,"C","C","22","C22","1","C22.1","1","C22.11","C22.1",0,0,NA,0,0
"C22.19","22.19 Manufacture of other rubber products",4,NA,"C","C","22","C22","1","C22.1","9","C22.19","C22.1",0,0,NA,0,0
"C22.2","22.2 Manufacture of plastic products",3,NA,"C","C","22","C22","2","C22.2",NA,NA,"C22",0,0,0,0,0
"C22.21","22.21 Manufacture of plastic plates, sheets, tubes and profiles",4,NA,"C","C","22","C22","2","C22.2","1","C22.21","C22.2",0,0,NA,0,0
"C22.22","22.22 Manufacture of plastic packing goods",4,NA,"C","C","22","C22","2","C22.2","2","C22.22","C22.2",0,0,NA,0,0
"C22.23","22.23 Manufacture of builders’ ware of plastic",4,NA,"C","C","22","C22","2","C22.2","3","C22.23","C22.2",0,0,NA,0,0
"C22.29","22.29 Manufacture of other plastic products",4,NA,"C","C","22","C22","2","C22.2","9","C22.29","C22.2",0,0,NA,0,0
"C23","23 Manufacture of other non-metallic mineral products",2,NA,"C","C","23","C23",NA,NA,NA,NA,"C",0,0,0,0,0
"C23.1","23.1 Manufacture of glass and glass products",3,NA,"C","C","23","C23","1","C23.1",NA,NA,"C23",0,0,0,0,0
"C23.11","23.11 Manufacture of flat glass",4,NA,"C","C","23","C23","1","C23.1","1","C23.11","C23.1",0,0,NA,0,0
"C23.12","23.12 Shaping and processing of flat glass",4,NA,"C","C","23","C23","1","C23.1","2","C23.12","C23.1",0,0,NA,0,0
"C23.13","23.13 Manufacture of hollow glass",4,NA,"C","C","23","C23","1","C23.1","3","C23.13","C23.1",0,0,NA,0,0
"C23.14","23.14 Manufacture of glass fibres",4,NA,"C","C","23","C23","1","C23.1","4","C23.14","C23.1",0,0,NA,0,0
"C23.19","23.19 Manufacture and processing of other glass, including technical glassware",4,NA,"C","C","23","C23","1","C23.1","9","C23.19","C23.1",0,0,NA,0,0
"C23.2","23.2 Manufacture of refractory products",3,NA,"C","C","23","C23","2","C23.2",NA,NA,"C23",0,0,0,0,0
"C23.20","23.20 Manufacture of refractory products",4,NA,"C","C","23","C23","2","C23.2","0","C23.20","C23.2",0,0,NA,0,0
"C23.3","23.3 Manufacture of clay building materials",3,NA,"C","C","23","C23","3","C23.3",NA,NA,"C23",0,0,0,0,0
"C23.31","23.31 Manufacture of ceramic tiles and flags",4,NA,"C","C","23","C23","3","C23.3","1","C23.31","C23.3",0,0,NA,0,0
"C23.32","23.32 Manufacture of bricks, tiles and construction products, in baked clay",4,NA,"C","C","23","C23","3","C23.3","2","C23.32","C23.3",0,0,NA,0,0
"C23.4","23.4 Manufacture of other porcelain and ceramic products",3,NA,"C","C","23","C23","4","C23.4",NA,NA,"C23",0,0,0,0,0
"C23.41","23.41 Manufacture of ceramic household and ornamental articles",4,NA,"C","C","23","C23","4","C23.4","1","C23.41","C23.4",0,0,NA,0,0
"C23.42","23.42 Manufacture of ceramic sanitary fixtures",4,NA,"C","C","23","C23","4","C23.4","2","C23.42","C23.4",0,0,NA,0,0
"C23.43","23.43 Manufacture of ceramic insulators and insulating fittings",4,NA,"C","C","23","C23","4","C23.4","3","C23.43","C23.4",0,0,NA,0,0
"C23.44","23.44 Manufacture of other technical ceramic products",4,NA,"C","C","23","C23","4","C23.4","4","C23.44","C23.4",0,0,NA,0,0
"C23.49","23.49 Manufacture of other ceramic products",4,NA,"C","C","23","C23","4","C23.4","9","C23.49","C23.4",0,0,NA,0,0
"C23.5","23.5 Manufacture of cement, lime and plaster",3,NA,"C","C","23","C23","5","C23.5",NA,NA,"C23",0,0,0,0,0
"C23.51","23.51 Manufacture of cement",4,NA,"C","C","23","C23","5","C23.5","1","C23.51","C23.5",0,0,NA,0,0
"C23.52","23.52 Manufacture of lime and plaster",4,NA,"C","C","23","C23","5","C23.5","2","C23.52","C23.5",0,0,NA,0,0
"C23.6","23.6 Manufacture of articles of concrete, cement and plaster",3,NA,"C","C","23","C23","6","C23.6",NA,NA,"C23",0,0,0,0,0
"C23.61","23.61 Manufacture of concrete products for construction purposes",4,NA,"C","C","23","C23","6","C23.6","1","C23.61","C23.6",0,0,NA,0,0
"C23.62","23.62 Manufacture of plaster products for construction purposes",4,NA,"C","C","23","C23","6","C23.6","2","C23.62","C23.6",0,0,NA,0,0
"C23.63","23.63 Manufacture of ready-mixed concrete",4,NA,"C","C","23","C23","6","C23.6","3","C23.63","C23.6",0,0,NA,0,0
"C23.64","23.64 Manufacture of mortars",4,NA,"C","C","23","C23","6","C23.6","4","C23.64","C23.6",0,0,NA,0,0
"C23.65","23.65 Manufacture of fibre cement",4,NA,"C","C","23","C23","6","C23.6","5","C23.65","C23.6",0,0,NA,0,0
"C23.69","23.69 Manufacture of other articles of concrete, plaster and cement",4,NA,"C","C","23","C23","6","C23.6","9","C23.69","C23.6",0,0,NA,0,0
"C23.7","23.7 Cutting, shaping and finishing of stone",3,NA,"C","C","23","C23","7","C23.7",NA,NA,"C23",0,0,0,0,0
"C23.70","23.70 Cutting, shaping and finishing of stone",4,NA,"C","C","23","C23","7","C23.7","0","C23.70","C23.7",0,0,NA,0,0
"C23.9","23.9 Manufacture of abrasive products and non-metallic mineral products n.e.c.",3,NA,"C","C","23","C23","9","C23.9",NA,NA,"C23",0,0,0,0,0
"C23.91","23.91 Production of abrasive products",4,NA,"C","C","23","C23","9","C23.9","1","C23.91","C23.9",0,0,NA,0,0
"C23.99","23.99 Manufacture of other non-metallic mineral products n.e.c.",4,NA,"C","C","23","C23","9","C23.9","9","C23.99","C23.9",0,0,NA,0,0
"C24","24 Manufacture of basic metals",2,NA,"C","C","24","C24",NA,NA,NA,NA,"C",0,0,0,0,0
"C24.1","24.1 Manufacture of basic iron and steel and of ferro-alloys",3,NA,"C","C","24","C24","1","C24.1",NA,NA,"C24",0,0,0,0,0
"C24.10","24.10 Manufacture of basic iron and steel and of ferro-alloys",4,NA,"C","C","24","C24","1","C24.1","0","C24.10","C24.1",0,0,NA,0,0
"C24.2","24.2 Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",3,NA,"C","C","24","C24","2","C24.2",NA,NA,"C24",0,0,0,0,0
"C24.20","24.20 Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",4,NA,"C","C","24","C24","2","C24.2","0","C24.20","C24.2",0,0,NA,0,0
"C24.3","24.3 Manufacture of other products of first processing of steel",3,NA,"C","C","24","C24","3","C24.3",NA,NA,"C24",0,0,0,0,0
"C24.31","24.31 Cold drawing of bars",4,NA,"C","C","24","C24","3","C24.3","1","C24.31","C24.3",0,0,NA,0,0
"C24.32","24.32 Cold rolling of narrow strip",4,NA,"C","C","24","C24","3","C24.3","2","C24.32","C24.3",0,0,NA,0,0
"C24.33","24.33 Cold forming or folding",4,NA,"C","C","24","C24","3","C24.3","3","C24.33","C24.3",0,0,NA,0,0
"C24.34","24.34 Cold drawing of wire",4,NA,"C","C","24","C24","3","C24.3","4","C24.34","C24.3",0,0,NA,0,0
"C24.4","24.4 Manufacture of basic precious and other non-ferrous metals",3,NA,"C","C","24","C24","4","C24.4",NA,NA,"C24",0,0,0,0,0
"C24.41","24.41 Precious metals production",4,NA,"C","C","24","C24","4","C24.4","1","C24.41","C24.4",0,0,NA,0,0
"C24.42","24.42 Aluminium production",4,NA,"C","C","24","C24","4","C24.4","2","C24.42","C24.4",0,0,NA,0,0
"C24.43","24.43 Lead, zinc and tin production",4,NA,"C","C","24","C24","4","C24.4","3","C24.43","C24.4",0,0,NA,0,0
"C24.44","24.44 Copper production",4,NA,"C","C","24","C24","4","C24.4","4","C24.44","C24.4",0,0,NA,0,0
"C24.45","24.45 Other non-ferrous metal production",4,NA,"C","C","24","C24","4","C24.4","5","C24.45","C24.4",0,0,NA,0,0
"C24.46","24.46 Processing of nuclear fuel",4,NA,"C","C","24","C24","4","C24.4","6","C24.46","C24.4",0,0,NA,0,0
"C24.5","24.5 Casting of metals",3,NA,"C","C","24","C24","5","C24.5",NA,NA,"C24",0,0,0,0,0
"C24.51","24.51 Casting of iron",4,NA,"C","C","24","C24","5","C24.5","1","C24.51","C24.5",0,0,NA,0,0
"C24.52","24.52 Casting of steel",4,NA,"C","C","24","C24","5","C24.5","2","C24.52","C24.5",0,0,NA,0,0
"C24.53","24.53 Casting of light metals",4,NA,"C","C","24","C24","5","C24.5","3","C24.53","C24.5",0,0,NA,0,0
"C24.54","24.54 Casting of other non-ferrous metals",4,NA,"C","C","24","C24","5","C24.5","4","C24.54","C24.5",0,0,NA,0,0
"C25","25 Manufacture of fabricated metal products, except machinery and equipment",2,NA,"C","C","25","C25",NA,NA,NA,NA,"C",0,0,0,0,0
"C25.1","25.1 Manufacture of structural metal products",3,NA,"C","C","25","C25","1","C25.1",NA,NA,"C25",0,0,0,0,0
"C25.11","25.11 Manufacture of metal structures and parts of structures",4,NA,"C","C","25","C25","1","C25.1","1","C25.11","C25.1",0,0,NA,0,0
"C25.12","25.12 Manufacture of doors and windows of metal",4,NA,"C","C","25","C25","1","C25.1","2","C25.12","C25.1",0,0,NA,0,0
"C25.2","25.2 Manufacture of tanks, reservoirs and containers of metal",3,NA,"C","C","25","C25","2","C25.2",NA,NA,"C25",0,0,0,0,0
"C25.21","25.21 Manufacture of central heating radiators and boilers",4,NA,"C","C","25","C25","2","C25.2","1","C25.21","C25.2",0,0,NA,0,0
"C25.29","25.29 Manufacture of other tanks, reservoirs and containers of metal",4,NA,"C","C","25","C25","2","C25.2","9","C25.29","C25.2",0,0,NA,0,0
"C25.3","25.3 Manufacture of steam generators, except central heating hot water boilers",3,NA,"C","C","25","C25","3","C25.3",NA,NA,"C25",0,0,0,0,0
"C25.30","25.30 Manufacture of steam generators, except central heating hot water boilers",4,NA,"C","C","25","C25","3","C25.3","0","C25.30","C25.3",0,0,NA,0,0
"C25.4","25.4 Manufacture of weapons and ammunition",3,NA,"C","C","25","C25","4","C25.4",NA,NA,"C25",0,0,0,0,0
"C25.40","25.40 Manufacture of weapons and ammunition",4,NA,"C","C","25","C25","4","C25.4","0","C25.40","C25.4",0,0,NA,0,0
"C25.5","25.5 Forging, pressing, stamping and roll-forming of metal; powder metallurgy",3,NA,"C","C","25","C25","5","C25.5",NA,NA,"C25",0,0,0,0,0
"C25.50","25.50 Forging, pressing, stamping and roll-forming of metal; powder metallurgy",4,NA,"C","C","25","C25","5","C25.5","0","C25.50","C25.5",0,0,NA,0,0
"C25.6","25.6 Treatment and coating of metals; machining",3,NA,"C","C","25","C25","6","C25.6",NA,NA,"C25",0,0,0,0,0
"C25.61","25.61 Treatment and coating of metals",4,NA,"C","C","25","C25","6","C25.6","1","C25.61","C25.6",0,0,NA,0,0
"C25.62","25.62 Machining",4,NA,"C","C","25","C25","6","C25.6","2","C25.62","C25.6",0,0,NA,0,0
"C25.7","25.7 Manufacture of cutlery, tools and general hardware",3,NA,"C","C","25","C25","7","C25.7",NA,NA,"C25",0,0,0,0,0
"C25.71","25.71 Manufacture of cutlery",4,NA,"C","C","25","C25","7","C25.7","1","C25.71","C25.7",0,0,NA,0,0
"C25.72","25.72 Manufacture of locks and hinges",4,NA,"C","C","25","C25","7","C25.7","2","C25.72","C25.7",0,0,NA,0,0
"C25.73","25.73 Manufacture of tools",4,NA,"C","C","25","C25","7","C25.7","3","C25.73","C25.7",0,0,NA,0,0
"C25.9","25.9 Manufacture of other fabricated metal products",3,NA,"C","C","25","C25","9","C25.9",NA,NA,"C25",0,0,0,0,0
"C25.91","25.91 Manufacture of steel drums and similar containers",4,NA,"C","C","25","C25","9","C25.9","1","C25.91","C25.9",0,0,NA,0,0
"C25.92","25.92 Manufacture of light metal packaging",4,NA,"C","C","25","C25","9","C25.9","2","C25.92","C25.9",0,0,NA,0,0
"C25.93","25.93 Manufacture of wire products, chain and springs",4,NA,"C","C","25","C25","9","C25.9","3","C25.93","C25.9",0,0,NA,0,0
"C25.94","25.94 Manufacture of fasteners and screw machine products",4,NA,"C","C","25","C25","9","C25.9","4","C25.94","C25.9",0,0,NA,0,0
"C25.99","25.99 Manufacture of other fabricated metal products n.e.c.",4,NA,"C","C","25","C25","9","C25.9","9","C25.99","C25.9",0,0,NA,0,0
"C26","26 Manufacture of computer, electronic and optical products",2,NA,"C","C","26","C26",NA,NA,NA,NA,"C",0,0,0,0,0
"C26.1","26.1 Manufacture of electronic components and boards",3,NA,"C","C","26","C26","1","C26.1",NA,NA,"C26",0,0,0,0,0
"C26.11","26.11 Manufacture of electronic components",4,NA,"C","C","26","C26","1","C26.1","1","C26.11","C26.1",0,0,NA,0,0
"C26.12","26.12 Manufacture of loaded electronic boards",4,NA,"C","C","26","C26","1","C26.1","2","C26.12","C26.1",0,0,NA,0,0
"C26.2","26.2 Manufacture of computers and peripheral equipment",3,NA,"C","C","26","C26","2","C26.2",NA,NA,"C26",0,0,0,0,0
"C26.20","26.20 Manufacture of computers and peripheral equipment",4,NA,"C","C","26","C26","2","C26.2","0","C26.20","C26.2",0,0,NA,0,0
"C26.3","26.3 Manufacture of communication equipment",3,NA,"C","C","26","C26","3","C26.3",NA,NA,"C26",0,0,0,0,0
"C26.30","26.30 Manufacture of communication equipment",4,NA,"C","C","26","C26","3","C26.3","0","C26.30","C26.3",0,0,NA,0,0
"C26.4","26.4 Manufacture of consumer electronics",3,NA,"C","C","26","C26","4","C26.4",NA,NA,"C26",0,0,0,0,0
"C26.40","26.40 Manufacture of consumer electronics",4,NA,"C","C","26","C26","4","C26.4","0","C26.40","C26.4",0,0,NA,0,0
"C26.5","26.5 Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",3,NA,"C","C","26","C26","5","C26.5",NA,NA,"C26",0,0,0,0,0
"C26.51","26.51 Manufacture of instruments and appliances for measuring, testing and navigation",4,NA,"C","C","26","C26","5","C26.5","1","C26.51","C26.5",0,0,NA,0,0
"C26.52","26.52 Manufacture of watches and clocks",4,NA,"C","C","26","C26","5","C26.5","2","C26.52","C26.5",0,0,NA,0,0
"C26.6","26.6 Manufacture of irradiation, electromedical and electrotherapeutic equipment",3,NA,"C","C","26","C26","6","C26.6",NA,NA,"C26",0,0,0,0,0
"C26.60","26.60 Manufacture of irradiation, electromedical and electrotherapeutic equipment",4,NA,"C","C","26","C26","6","C26.6","0","C26.60","C26.6",0,0,NA,0,0
"C26.7","26.7 Manufacture of optical instruments and photographic equipment",3,NA,"C","C","26","C26","7","C26.7",NA,NA,"C26",0,0,0,0,0
"C26.70","26.70 Manufacture of optical instruments and photographic equipment",4,NA,"C","C","26","C26","7","C26.7","0","C26.70","C26.7",0,0,NA,0,0
"C26.8","26.8 Manufacture of magnetic and optical media",3,NA,"C","C","26","C26","8","C26.8",NA,NA,"C26",0,0,0,0,0
"C26.80","26.80 Manufacture of magnetic and optical media",4,NA,"C","C","26","C26","8","C26.8","0","C26.80","C26.8",0,0,NA,0,0
"C27","27 Manufacture of electrical equipment",2,NA,"C","C","27","C27",NA,NA,NA,NA,"C",0,0,0,0,0
"C27.1","27.1 Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",3,NA,"C","C","27","C27","1","C27.1",NA,NA,"C27",0,0,0,0,0
"C27.11","27.11 Manufacture of electric motors, generators and transformers",4,NA,"C","C","27","C27","1","C27.1","1","C27.11","C27.1",0,0,NA,0,0
"C27.12","27.12 Manufacture of electricity distribution and control apparatus",4,NA,"C","C","27","C27","1","C27.1","2","C27.12","C27.1",0,0,NA,0,0
"C27.2","27.2 Manufacture of batteries and accumulators",3,NA,"C","C","27","C27","2","C27.2",NA,NA,"C27",0,0,0,0,0
"C27.20","27.20 Manufacture of batteries and accumulators",4,NA,"C","C","27","C27","2","C27.2","0","C27.20","C27.2",0,0,NA,0,0
"C27.3","27.3 Manufacture of wiring and wiring devices",3,NA,"C","C","27","C27","3","C27.3",NA,NA,"C27",0,0,0,0,0
"C27.31","27.31 Manufacture of fibre optic cables",4,NA,"C","C","27","C27","3","C27.3","1","C27.31","C27.3",0,0,NA,0,0
"C27.32","27.32 Manufacture of other electronic and electric wires and cables",4,NA,"C","C","27","C27","3","C27.3","2","C27.32","C27.3",0,0,NA,0,0
"C27.33","27.33 Manufacture of wiring devices",4,NA,"C","C","27","C27","3","C27.3","3","C27.33","C27.3",0,0,NA,0,0
"C27.4","27.4 Manufacture of electric lighting equipment",3,NA,"C","C","27","C27","4","C27.4",NA,NA,"C27",0,0,0,0,0
"C27.40","27.40 Manufacture of electric lighting equipment",4,NA,"C","C","27","C27","4","C27.4","0","C27.40","C27.4",0,0,NA,0,0
"C27.5","27.5 Manufacture of domestic appliances",3,NA,"C","C","27","C27","5","C27.5",NA,NA,"C27",0,0,0,0,0
"C27.51","27.51 Manufacture of electric domestic appliances",4,NA,"C","C","27","C27","5","C27.5","1","C27.51","C27.5",0,0,NA,0,0
"C27.52","27.52 Manufacture of non-electric domestic appliances",4,NA,"C","C","27","C27","5","C27.5","2","C27.52","C27.5",0,0,NA,0,0
"C27.9","27.9 Manufacture of other electrical equipment",3,NA,"C","C","27","C27","9","C27.9",NA,NA,"C27",0,0,0,0,0
"C27.90","27.90 Manufacture of other electrical equipment",4,NA,"C","C","27","C27","9","C27.9","0","C27.90","C27.9",0,0,NA,0,0
"C28","28 Manufacture of machinery and equipment n.e.c.",2,NA,"C","C","28","C28",NA,NA,NA,NA,"C",0,0,0,0,0
"C28.1","28.1 Manufacture of general-purpose machinery",3,NA,"C","C","28","C28","1","C28.1",NA,NA,"C28",0,0,0,0,0
"C28.11","28.11 Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",4,NA,"C","C","28","C28","1","C28.1","1","C28.11","C28.1",0,0,NA,0,0
"C28.12","28.12 Manufacture of fluid power equipment",4,NA,"C","C","28","C28","1","C28.1","2","C28.12","C28.1",0,0,NA,0,0
"C28.13","28.13 Manufacture of other pumps and compressors",4,NA,"C","C","28","C28","1","C28.1","3","C28.13","C28.1",0,0,NA,0,0
"C28.14","28.14 Manufacture of other taps and valves",4,NA,"C","C","28","C28","1","C28.1","4","C28.14","C28.1",0,0,NA,0,0
"C28.15","28.15 Manufacture of bearings, gears, gearing and driving elements",4,NA,"C","C","28","C28","1","C28.1","5","C28.15","C28.1",0,0,NA,0,0
"C28.2","28.2 Manufacture of other general-purpose machinery",3,NA,"C","C","28","C28","2","C28.2",NA,NA,"C28",0,0,0,0,0
"C28.21","28.21 Manufacture of ovens, furnaces and furnace burners",4,NA,"C","C","28","C28","2","C28.2","1","C28.21","C28.2",0,0,NA,0,0
"C28.22","28.22 Manufacture of lifting and handling equipment",4,NA,"C","C","28","C28","2","C28.2","2","C28.22","C28.2",0,0,NA,0,0
"C28.23","28.23 Manufacture of office machinery and equipment (except computers and peripheral equipment)",4,NA,"C","C","28","C28","2","C28.2","3","C28.23","C28.2",0,0,NA,0,0
"C28.24","28.24 Manufacture of power-driven hand tools",4,NA,"C","C","28","C28","2","C28.2","4","C28.24","C28.2",0,0,NA,0,0
"C28.25","28.25 Manufacture of non-domestic cooling and ventilation equipment",4,NA,"C","C","28","C28","2","C28.2","5","C28.25","C28.2",0,0,NA,0,0
"C28.29","28.29 Manufacture of other general-purpose machinery n.e.c.",4,NA,"C","C","28","C28","2","C28.2","9","C28.29","C28.2",0,0,NA,0,0
"C28.3","28.3 Manufacture of agricultural and forestry machinery",3,NA,"C","C","28","C28","3","C28.3",NA,NA,"C28",0,0,0,0,0
"C28.30","28.30 Manufacture of agricultural and forestry machinery",4,NA,"C","C","28","C28","3","C28.3","0","C28.30","C28.3",0,0,NA,0,0
"C28.4","28.4 Manufacture of metal forming machinery and machine tools",3,NA,"C","C","28","C28","4","C28.4",NA,NA,"C28",0,0,0,0,0
"C28.41","28.41 Manufacture of metal forming machinery",4,NA,"C","C","28","C28","4","C28.4","1","C28.41","C28.4",0,0,NA,0,0
"C28.49","28.49 Manufacture of other machine tools",4,NA,"C","C","28","C28","4","C28.4","9","C28.49","C28.4",0,0,NA,0,0
"C28.9","28.9 Manufacture of other special-purpose machinery",3,NA,"C","C","28","C28","9","C28.9",NA,NA,"C28",0,0,0,0,0
"C28.91","28.91 Manufacture of machinery for metallurgy",4,NA,"C","C","28","C28","9","C28.9","1","C28.91","C28.9",0,0,NA,0,0
"C28.92","28.92 Manufacture of machinery for mining, quarrying and construction",4,NA,"C","C","28","C28","9","C28.9","2","C28.92","C28.9",0,0,NA,0,0
"C28.93","28.93 Manufacture of machinery for food, beverage and tobacco processing",4,NA,"C","C","28","C28","9","C28.9","3","C28.93","C28.9",0,0,NA,0,0
"C28.94","28.94 Manufacture of machinery for textile, apparel and leather production",4,NA,"C","C","28","C28","9","C28.9","4","C28.94","C28.9",0,0,NA,0,0
"C28.95","28.95 Manufacture of machinery for paper and paperboard production",4,NA,"C","C","28","C28","9","C28.9","5","C28.95","C28.9",0,0,NA,0,0
"C28.96","28.96 Manufacture of plastics and rubber machinery",4,NA,"C","C","28","C28","9","C28.9","6","C28.96","C28.9",0,0,NA,0,0
"C28.99","28.99 Manufacture of other special-purpose machinery n.e.c.",4,NA,"C","C","28","C28","9","C28.9","9","C28.99","C28.9",0,0,NA,0,0
"C29","29 Manufacture of motor vehicles, trailers and semi-trailers",2,NA,"C","C","29","C29",NA,NA,NA,NA,"C",0,0,0,0,0
"C29.1","29.1 Manufacture of motor vehicles",3,NA,"C","C","29","C29","1","C29.1",NA,NA,"C29",0,0,0,0,0
"C29.10","29.10 Manufacture of motor vehicles",4,NA,"C","C","29","C29","1","C29.1","0","C29.10","C29.1",0,0,NA,0,0
"C29.2","29.2 Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers",3,NA,"C","C","29","C29","2","C29.2",NA,NA,"C29",0,0,0,0,0
"C29.20","29.20 Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers",4,NA,"C","C","29","C29","2","C29.2","0","C29.20","C29.2",0,0,NA,0,0
"C29.3","29.3 Manufacture of parts and accessories for motor vehicles",3,NA,"C","C","29","C29","3","C29.3",NA,NA,"C29",0,0,0,0,0
"C29.31","29.31 Manufacture of electrical and electronic equipment for motor vehicles",4,NA,"C","C","29","C29","3","C29.3","1","C29.31","C29.3",0,0,NA,0,0
"C29.32","29.32 Manufacture of other parts and accessories for motor vehicles",4,NA,"C","C","29","C29","3","C29.3","2","C29.32","C29.3",0,0,NA,0,0
"C30","30 Manufacture of other transport equipment",2,NA,"C","C","30","C30",NA,NA,NA,NA,"C",0,0,0,0,0
"C30.1","30.1 Building of ships and boats",3,NA,"C","C","30","C30","1","C30.1",NA,NA,"C30",0,0,0,0,0
"C30.11","30.11 Building of ships and floating structures",4,NA,"C","C","30","C30","1","C30.1","1","C30.11","C30.1",0,0,NA,0,0
"C30.12","30.12 Building of pleasure and sporting boats",4,NA,"C","C","30","C30","1","C30.1","2","C30.12","C30.1",0,0,NA,0,0
"C30.2","30.2 Manufacture of railway locomotives and rolling stock",3,NA,"C","C","30","C30","2","C30.2",NA,NA,"C30",0,0,0,0,0
"C30.20","30.20 Manufacture of railway locomotives and rolling stock",4,NA,"C","C","30","C30","2","C30.2","0","C30.20","C30.2",0,0,NA,0,0
"C30.3","30.3 Manufacture of air and spacecraft and related machinery",3,NA,"C","C","30","C30","3","C30.3",NA,NA,"C30",0,0,0,0,0
"C30.30","30.30 Manufacture of air and spacecraft and related machinery",4,NA,"C","C","30","C30","3","C30.3","0","C30.30","C30.3",0,0,NA,0,0
"C30.4","30.4 Manufacture of military fighting vehicles",3,NA,"C","C","30","C30","4","C30.4",NA,NA,"C30",0,0,0,0,0
"C30.40","30.40 Manufacture of military fighting vehicles",4,NA,"C","C","30","C30","4","C30.4","0","C30.40","C30.4",0,0,NA,0,0
"C30.9","30.9 Manufacture of transport equipment n.e.c.",3,NA,"C","C","30","C30","9","C30.9",NA,NA,"C30",0,0,0,0,0
"C30.91","30.91 Manufacture of motorcycles",4,NA,"C","C","30","C30","9","C30.9","1","C30.91","C30.9",0,0,NA,0,0
"C30.92","30.92 Manufacture of bicycles and invalid carriages",4,NA,"C","C","30","C30","9","C30.9","2","C30.92","C30.9",0,0,NA,0,0
"C30.99","30.99 Manufacture of other transport equipment n.e.c.",4,NA,"C","C","30","C30","9","C30.9","9","C30.99","C30.9",0,0,NA,0,0
"C31","31 Manufacture of furniture",2,NA,"C","C","31","C31",NA,NA,NA,NA,"C",0,0,0,0,0
"C31.0","31.0 Manufacture of furniture",3,NA,"C","C","31","C31","0","C31.0",NA,NA,"C31",0,0,0,0,0
