"NACE2","Label_NACE2","PRODCOM2021","Label_PRODCOM2021","Comment","URL"
"2442","24.42 Aluminium production","244223","24.42.23 Aluminium wire",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422330","24.42.23.30 Non-alloy aluminium wire (excluding insulated electric wire and cable, twine and cordage reinforced with aluminium wire, stranded wire and cables)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422350","24.42.23.50 Aluminium alloy wire (excluding insulated electric wire and cable, twine and cordage reinforced with aluminium wire, stranded wire and cables)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","244224","24.42.24 Aluminium plates, sheets and strip, of a thickness > 0,2 mm",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422430","24.42.24.30 Aluminium plates, sheets and strips > 0,2 mm thick",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422450","24.42.24.50 Aluminium alloy plates, sheets and strips > 0,2 mm thick",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","244225","24.42.25 Aluminium foil, of a thickness ≤ 0,2 mm",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422500","24.42.25.00 Aluminium foil of a thickness (excluding any backing) ≤ 0,2 mm",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","244226","24.42.26 Aluminium tubes, pipes and tube or pipe fittings",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422630","24.42.26.30 Aluminium tubes and pipes (excluding hollow profiles, tube or pipe fittings, flexible tubing, tubes and pipes prepared for use in structures, machinery or vehicle parts, or the like)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422650","24.42.26.50 Aluminium alloy tubes and pipes (excluding hollow profiles, tubes or pipe fittings, flexible tubing, tubes and pipes prepared for use in structures, machinery or vehicle parts, or the like)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2442","24.42 Aluminium production","24422670","24.42.26.70 Aluminium tube or pipe fittings (including couplings, elbows and sleeves) (excluding fittings with taps, cocks and valves, tube supports, bolts and nuts, clamps)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2442"
"2443","24.43 Lead, zinc and tin production","2443","24.43 Lead, zinc and tin production",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","244311","24.43.11 Lead, unwrought",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24431130","24.43.11.30 Refined unwrought lead (excluding lead powders or flakes)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24431150","24.43.11.50 Unwrought lead containing antimony (excluding lead powders or flakes)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24431190","24.43.11.90 Unwrought lead (excluding lead powders or flakes, unwrought lead containing antimony, refined)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","244312","24.43.12 Zinc, unwrought",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24431230","24.43.12.30 Unwrought non-alloy zinc (excluding zinc dust, powders and flakes)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24431250","24.43.12.50 Unwrought zinc alloys (excluding zinc dust, powders and flakes)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","244313","24.43.13 Tin, unwrought",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24431330","24.43.13.30 Unwrought non-alloy tin (excluding tin powders and flakes)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24431350","24.43.13.50 Unwrought tin alloys (excluding tin powders and flakes)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","244321","24.43.21 Lead plates, sheets, strip and foil; lead powders and flakes",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24432100","24.43.21.00 Lead plates, sheets, strip and foil; lead powders and flakes (excluding lead powders or flakes prepared as colours; paints or the like, insulated electric strip)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","244322","24.43.22 Zinc dust, powders and flakes",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24432200","24.43.22.00 Zinc dust, powders and flakes (excluding zinc dust powders or flakes prepared as colours, paints or the like, zinc pellets)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","244323","24.43.23 Zinc bars, rods, profiles and wire; zinc plates, sheets, strip and foil",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24432300","24.43.23.00 Zinc bars, rods, profiles, wire, plates, sheets, strip and foil",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","244324","24.43.24 Tin bars, rods, profiles and wire",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2443","24.43 Lead, zinc and tin production","24432400","24.43.24.00 Tin bars, rods, profiles and wires",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2443"
"2444","24.44 Copper production","2444","24.44 Copper production",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244411","24.44.11 Copper mattes; cement copper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24441100","24.44.11.00 Copper mattes; cement copper (precipitated copper) (excluding copper powder)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244412","24.44.12 Copper, unrefined; copper anodes for electrolytic refining",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24441200","24.44.12.00 Unrefined copper, copper anodes for electrolytic refining (including blister copper) (excluding electrocopper-plating, electroplating anodes)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244413","24.44.13 Refined copper and copper alloys, unwrought; master alloys of copper",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24441330","24.44.13.30 Unwrought unalloyed refined copper (excluding rolled, extruded or forged sintered products)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24441370","24.44.13.70 Unwrought copper alloys (excluding rolled, extruded or forged sintered products); master alloys of copper (including alloys which are not usefully malleable) (excluding copper phosphide (phosphor copper) containing > 15 % by weight of phosphorous)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244421","24.44.21 Copper powders and flakes",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442100","24.44.21.00 Copper powders and flakes excluding cement copper, powders/flake powders used in the preparation of paints such as bronzes/golds, (chemical compounds), refined copper shot",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244422","24.44.22 Copper bars, rods and profiles",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442200","24.44.22.00 Copper and copper alloy bars, rods, profiles and hollow profiles (excluding bars and rods obtained by casting or sintering, copper wire rod in coils)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244423","24.44.23 Copper wire",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442330","24.44.23.30 Copper wire, refined (transv. section > 6 mm), of copper alloy",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442350","24.44.23.50 Copper wire with cross-sectional dimension > 0,5 mm, ≤ 6 mm (excluding twine or cord reinforced with wire, stranded wire and cables)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442370","24.44.23.70 Copper wire with cross-sectional dimension ≤ 0,5 mm (excluding twine or cord reinforced with wire, stranded wire and cables)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244424","24.44.24 Copper plates, sheets and strip, of a thickness > 0,15 mm",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442400","24.44.24.00 Copper and copper alloy plates, sheets and strip of a thickness > 0,15 mm (excluding expanded copper metal, insulated electric strip)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244425","24.44.25 Copper foil, of a thickness ≤ 0,15 mm",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442500","24.44.25.00 Copper foil, of a thickness (excluding any backing) ≤ 0,15 mm",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","244426","24.44.26 Copper tubes, pipes and tube or pipe fittings",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442630","24.44.26.30 Copper tubes and pipes",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2444","24.44 Copper production","24442650","24.44.26.50 Copper and copper alloy tube/pipe fittings including couplings, elbows, sleeves, tees and joints excluding bolts and nuts used for assembling/fixing pipes/tubes, fittings with taps, cocks, valves",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2444"
"2445","24.45 Other non-ferrous metal production","2445","24.45 Other non-ferrous metal production",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","244511","24.45.11 Nickel, unwrought",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24451110","24.45.11.10 Nickel, not alloyed, unwrought",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24451120","24.45.11.20 Unwrought nickel alloys",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","244512","24.45.12 Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24451210","24.45.12.10 Nickel mattes",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24451220","24.45.12.20 Nickel oxide sinters and other intermediate products of nickel metallurgy",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","244521","24.45.21 Nickel powders and flakes",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24452100","24.45.21.00 Nickel powders and flakes (excluding nickel oxide sinters)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","244522","24.45.22 Nickel bars, rods, profiles and wire",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24452200","24.45.22.00 Nickel and nickel alloy bars, rods, profiles and wires (excluding prepared bars, rods or profiles for use in structures, insulated electric bars and wire, enamelled wire)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","244523","24.45.23 Nickel plates, sheets, strip and foil",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24452300","24.45.23.00 Nickel and nickel alloy plate, sheet, strip and foil (excluding expanded metal)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","244524","24.45.24 Nickel tubes, pipes and tube or pipe fittings",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24452400","24.45.24.00 Nickel tubes, pipes and tube or pipe fittings",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","244530","24.45.30 Other non-ferrous metals and articles thereof: cermets; ash and residues, containing metals or metallic compounds",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453013","24.45.30.13 Tungsten (wolfram) and articles thereof (excluding waste and scrap), n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453017","24.45.30.17 Molybdenum and articles thereof (excluding waste and scrap), n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453020","24.45.30.20 Tantalum, unwrought, incl. bars and rods of tantalum obtained simply by sintering; tantalum powder",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453021","24.45.30.21 Tantalum and articles thereof. Bars and rods, other than those obtained simply by sintering, profiles, wire, plates, sheets, strip and foil",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453022","24.45.30.22 Other articles of tantalum (excluding waste and scrap), n.e.s.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453024","24.45.30.24 Unwrought magnesium, containing >= 99,8% by weight of magnesium",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453026","24.45.30.26 Unwrought magnesium, containing < 99,8% by weight of magnesium",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453028","24.45.30.28 Other articles of magnesium (excluding waste and scrap), n.e.s.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453046","24.45.30.46 Antimony and articles thereof (excluding unwrought antimony; powders; waste and scrap)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453066","24.45.30.66 Niobium ""columbium"", rhenium, gallium, indium, vanadium and germanium waste and scrap (excl. ashes and residues containing these metals)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453035","24.45.30.35 Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders (excl. cobalt waste and scrap)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453076","24.45.30.76 Unwrought vanadium; vanadium powders (excl. ash and residues containing vanadium)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453062","24.45.30.62 Unwrought hafnium ""celtium""; hafnium powders;",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453032","24.45.30.32 Articles of bismuth, n.e.s. (excluding waste and scrap)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453071","24.45.30.71 Articles of gallium, indium and vanadium, n.e.s.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453060","24.45.30.60 Unwrought beryllium; beryllium powders",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453082","24.45.30.82 Chromium and thallium, and articles of these metals, n.e.c.; (excluding waste and scrap of these metals)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453043","24.45.30.43 Titanium and articles thereof (excluding waste and scrap), n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453064","24.45.30.64 Unwrought niobium ""columbium"" and rhenium; niobium ""columbium"" or rhenium powders",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453031","24.45.30.31 Unwrought bismuth; bismuth powders; (excluding waste and scrap)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453065","24.45.30.65 Articles of niobium ""columbium"" or rhenium, n.e.s.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453045","24.45.30.45 Antimony. Unwrought antimony; powders",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453073","24.45.30.73 Unwrought gallium; gallium powders",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453033","24.45.30.33 Cadmium and articles thereof (excluding waste and scrap), n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453061","24.45.30.61 Articles of beryllium, n.e.s. (excluding waste and scrap)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453079","24.45.30.79 Unwrought germanium; germanium powders",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453048","24.45.30.48 Zirconium and articles thereof (excluding waste and scrap), n.e.c.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453070","24.45.30.70 Unwrought indium; indium powders",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453036","24.45.30.36 Articles of cobalt, n.e.s.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453063","24.45.30.63 Articles of hafnium ""celtium"" and germanium, n.e.s.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453085","24.45.30.85 Manganese. Unwrought manganese; powders",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453086","24.45.30.86 Manganese waste and scrap (excl. ash and residues containing manganese)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453087","24.45.30.87 Articles of manganese, n.e.s.",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2445","24.45 Other non-ferrous metal production","24453090","24.45.30.90 Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excl. ash and residues containing cermets)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2445"
"2451","24.51 Casting of iron","2451","24.51 Casting of iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","245111","24.51.11 Casting services of malleable cast iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511110","24.51.11.10 Malleable iron castings for land vehicles, piston engines and other machinery and mechanical appliances",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511190","24.51.11.90 Parts for other utilisation (malleable iron casting)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","245112","24.51.12 Casting services of spheroidal cast iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511210","24.51.12.10 Parts of land vehicles (nodular iron castings)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511220","24.51.12.20 Ductile iron castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511240","24.51.12.40 Other parts of  engines and mechanical engineering (nodular iron castings)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511250","24.51.12.50 Ductile iron castings for machinery and mechanical appliances excluding for  engines",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511290","24.51.12.90 Ductile iron castings for locomotives/rolling stock/parts, used other than in land vehicles, bearing housings, plain shaft bearings,  engines, gearing, pulleys, clutches, machinery",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","245113","24.51.13 Casting services of grey cast iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511310","24.51.13.10 Grey iron castings for land vehicles (excluding for locomotives or rolling stock, construction industry vehicles)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511320","24.51.13.20 Grey iron castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding bearing housings incorporating ball or roller bearings)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511340","24.51.13.40 Other parts of engines and mechanical engineering (cast iron: not ductile)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511350","24.51.13.50 Grey iron castings for machinery and mechanical appliances excluding for  engines",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24511390","24.51.13.90 Grey iron castings for locomotives/rolling stock/parts, used other than in land vehicles, bearing housings, plain shaft bearings,  engines, gearing, pulleys, clutches, machinery",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","245120","24.51.20 Tubes, pipes and hollow profiles of cast-iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24512000","24.51.20.00 Tubes, pipes and hollow profiles of cast iron excluding tubes, pipes, hollow profiles made into identifiable parts of articles, such as sections of central heating radiators and machinery parts",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","245130","24.51.30 Tube or pipe fittings, of cast-iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24513030","24.51.30.30 Tube or pipe fittings, of non-malleable cast iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2451","24.51 Casting of iron","24513050","24.51.30.50 Tube or pipe fittings of malleable cast iron",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2451"
"2452","24.52 Casting of steel","2452","24.52 Casting of steel",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","245210","24.52.10 Casting services of steel",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","24521010","24.52.10.10 Steel castings for land vehicles excluding for locomotives or rolling stock, construction industry vehicles",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","24521030","24.52.10.30 Steel castings for bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","24521040","24.52.10.40 Other parts of engines and mechanical engineering",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","24521050","24.52.10.50 Steel castings for machinery and mechanical appliances excluding  engines, turbojets, turboprops, other gas turbines, lifting or handling equipment, construction industry machinery/vehicles",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","24521090","24.52.10.90 Steel castings for locomotives/rolling stock/parts, use other than in land vehicles, bearing housings, plain shaft bearings, engines, gearing, pulleys, clutches, machinery",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","245230","24.52.30 Tube or pipe fittings, of cast-steel",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2452","24.52 Casting of steel","24523000","24.52.30.00 Tube or pipe fittings of cast steel",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2452"
"2453","24.53 Casting of light metals","2453","24.53 Casting of light metals",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2453"
"2453","24.53 Casting of light metals","245310","24.53.10 Casting services of light metals",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2453"
"2453","24.53 Casting of light metals","24531010","24.53.10.10 Light metal castings for land vehicles excluding for locomotives or rolling stock, construction industry vehicles",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2453"
"2453","24.53 Casting of light metals","24531020","24.53.10.20 Light metal castings for transmission shafts, crankshafts, camshafts, cranks, bearing housings and plain shaft bearings (excluding for bearing housings incorporating ball or roller bearings)",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2453"
"2453","24.53 Casting of light metals","24531040","24.53.10.40 Other parts of engines and mechanical engineering",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2453"
"2453","24.53 Casting of light metals","24531050","24.53.10.50 Light metal castings for machinery and mechanical appliances excluding for engines, turbojets, gas turbines, lifting or handling equipment, construction industry machinery/vehicles",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2453"
"2453","24.53 Casting of light metals","24531090","24.53.10.90 Parts for other utilisation",NA,"http://data.europa.eu/ux2/nace2/NACE2_PRODCOM2021_2453"
