"NACE2","CPA21","Label_NACE2","Label_CPA21","Include_NACE2","Exclude_NACE2","Include_CPA21","Exclude_CPA21","Comment","URL"
"37.00","37.00.2","Събиране, отвеждане и пречистване на отпадъчни води","Утайки от пречистване на отпадъчни води","- експлоатация на канализационни системи и пречиствателни станции и съоръжения - събиране и отвеждане на битови или промишлени отпадъчни води от един или повече потребители, както и на дъждовни води, посредством канализационни проводи и колектори, чрез автомобили-цистерни за отпадъчни води и други транспортни средства - изпразване и почистване на септични резервоари, шахти и ями; поддържане на химически тоалетни - пречистване на отпадъчни води (битови и промишлени отпадъчни води, води от плувни басейни и т.н.) посредством физически, химически и биологически процеси, такива като разреждане, прецеждане, филтриране, утаяване и други - почистване и поддържане на проводимостта на канализационни и отводнителни проводи и канали","- очистване или обеззаразяване на  повърхностни или подземни води на мястото на замърсяването – 39.00 - почистване и отпушване на канализационни тръби в сградни инсталации - 43.22",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3700"
"38","38","Събиране и обезвреждане на отпадъци; рециклиране на материали","Услуги по събиране, третиране и обезвреждане на отпадъци; рециклиране на материали","Този раздел включва събиране, обработване и обезвреждане на отпадъци с цел тяхното окончателно отстраняване. Включени са и дейностите по отделяне и сортиране на годни за рециклиране отпадъчни материали, както и дейността по тяхното преработване, с цел извличане/получаване на рециклирани суровини.",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_38"
"38.1","38.1","Събиране на отпадъци","Отпадъци, услуги по събиране на отпадъци","Тази група включва събиране и транспортиране на битови и промишлени отпадъци чрез различни схеми на събиране, техника и съдове. Включва се събирането на всякакви отпадъци – както на неопасни, така и на опасни отпадъци, например битови отпадъци, негодни за употреба батерии или акумулатори, кухненски отпадъци като използвани хранителни масла и мазнини, отпадъчни нефтопродукти и отработени масла от кораби или от автомобили, както и строителни отпадъци.",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_381"
"38.11","38.11.2","Събиране на неопасни отпадъци","Услуги по събиране на неопасни нерециклируеми отпадъци","- събиране на неопасни твърди отпадъци (например битови отпадъци) по райони или квартали, от домакинства, административни и обществени сгради, от търговски обекти и производствени предприятия, посредством контейнери, кофи и други съдове, както и тяхното транспортиране с коли за смет и други транспортни средства. Отпадъците могат да съдържат и смесени (несортирани) материали, годни за рециклиране или регенериране.   - събиране на годни за рециклиране материали - събиране на отпадъци на обществени места чрез кошчета и подобни съдове за отпадъци","- събиране на опасни отпадъци - 38.12 - експлоатация на депа (площадки за депониране) на неопасни отпадъци – 38.21  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси и други – 38.32",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3811"
"38.11","38.11.5","Събиране на неопасни отпадъци","Други събрани неопасни рециклируеми отпадъци","- събиране на неопасни твърди отпадъци (например битови отпадъци) по райони или квартали, от домакинства, административни и обществени сгради, от търговски обекти и производствени предприятия, посредством контейнери, кофи и други съдове, както и тяхното транспортиране с коли за смет и други транспортни средства. Отпадъците могат да съдържат и смесени (несортирани) материали, годни за рециклиране или регенериране.   - събиране на годни за рециклиране материали - събиране на отпадъци на обществени места чрез кошчета и подобни съдове за отпадъци","- събиране на опасни отпадъци - 38.12 - експлоатация на депа (площадки за депониране) на неопасни отпадъци – 38.21  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси и други – 38.32",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3811"
"38.11","38.11.3","Събиране на неопасни отпадъци","Събрани неопасни нерециклируеми отпадъци","- събиране на неопасни твърди отпадъци (например битови отпадъци) по райони или квартали, от домакинства, административни и обществени сгради, от търговски обекти и производствени предприятия, посредством контейнери, кофи и други съдове, както и тяхното транспортиране с коли за смет и други транспортни средства. Отпадъците могат да съдържат и смесени (несортирани) материали, годни за рециклиране или регенериране.   - събиране на годни за рециклиране материали - събиране на отпадъци на обществени места чрез кошчета и подобни съдове за отпадъци","- събиране на опасни отпадъци - 38.12 - експлоатация на депа (площадки за депониране) на неопасни отпадъци – 38.21  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси и други – 38.32",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3811"
"38.11","38.11","Събиране на неопасни отпадъци","Неопасни отпадъци; услуги по събиране на неопасни отпадъци","- събиране на неопасни твърди отпадъци (например битови отпадъци) по райони или квартали, от домакинства, административни и обществени сгради, от търговски обекти и производствени предприятия, посредством контейнери, кофи и други съдове, както и тяхното транспортиране с коли за смет и други транспортни средства. Отпадъците могат да съдържат и смесени (несортирани) материали, годни за рециклиране или регенериране.   - събиране на годни за рециклиране материали - събиране на отпадъци на обществени места чрез кошчета и подобни съдове за отпадъци","- събиране на опасни отпадъци - 38.12 - експлоатация на депа (площадки за депониране) на неопасни отпадъци – 38.21  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси и други – 38.32",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3811"
"38.11","38.11.4","Събиране на неопасни отпадъци","Отпадъци (от вида на превозни средства и оборудване), за разкомплектоване","- събиране на неопасни твърди отпадъци (например битови отпадъци) по райони или квартали, от домакинства, административни и обществени сгради, от търговски обекти и производствени предприятия, посредством контейнери, кофи и други съдове, както и тяхното транспортиране с коли за смет и други транспортни средства. Отпадъците могат да съдържат и смесени (несортирани) материали, годни за рециклиране или регенериране.   - събиране на годни за рециклиране материали - събиране на отпадъци на обществени места чрез кошчета и подобни съдове за отпадъци","- събиране на опасни отпадъци - 38.12 - експлоатация на депа (площадки за депониране) на неопасни отпадъци – 38.21  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси и други – 38.32",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3811"
"38.11","38.11.1","Събиране на неопасни отпадъци","Услуги по събиране на неопасни рециклируеми отпадъци","- събиране на неопасни твърди отпадъци (например битови отпадъци) по райони или квартали, от домакинства, административни и обществени сгради, от търговски обекти и производствени предприятия, посредством контейнери, кофи и други съдове, както и тяхното транспортиране с коли за смет и други транспортни средства. Отпадъците могат да съдържат и смесени (несортирани) материали, годни за рециклиране или регенериране.   - събиране на годни за рециклиране материали - събиране на отпадъци на обществени места чрез кошчета и подобни съдове за отпадъци","- събиране на опасни отпадъци - 38.12 - експлоатация на депа (площадки за депониране) на неопасни отпадъци – 38.21  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси и други – 38.32",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3811"
"38.11","38.11.6","Събиране на неопасни отпадъци","Услуги на площадки и съоръжения за временно съхранение и претоварване на неопасни отпадъци","- събиране на неопасни твърди отпадъци (например битови отпадъци) по райони или квартали, от домакинства, административни и обществени сгради, от търговски обекти и производствени предприятия, посредством контейнери, кофи и други съдове, както и тяхното транспортиране с коли за смет и други транспортни средства. Отпадъците могат да съдържат и смесени (несортирани) материали, годни за рециклиране или регенериране.   - събиране на годни за рециклиране материали - събиране на отпадъци на обществени места чрез кошчета и подобни съдове за отпадъци","- събиране на опасни отпадъци - 38.12 - експлоатация на депа (площадки за депониране) на неопасни отпадъци – 38.21  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси и други – 38.32",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3811"
"38.12","38.12.2","Събиране на опасни отпадъци","Събрани опасни отпадъци","Дейности, свързани със събиране и транспортиране на твърди, течни, гелообразни и други форми на опасни отпадъци, т.е. отпадъци, които съдържат вещества, опасни за човешкото здраве и околната среда, например вещества експлозивни, оксидиращи, леснозапалими, силно токсични, канцерогенни, корозивни, инфекциозни, радиоактивни и други. Включват се и дейностите, съпътстващи  транспортирането на опасните отпадъци като маркиране, обработване, опаковане и етикетиране.  - събиране на опасни отпадъци като:   • отработени масла от машини, кораби или автомобили   • биологически опасни отпадъци   • радиоактивни отпадъци   • негодни за употреба батерии и акумулатори - експлоатация на площадки и съоръжения за временно съхранение, обработване и претоварване на опасни отпадъци","- отстраняване на замърсявания при мястото на образуването им - например в сгради, площадки за добив, почви или подземни води, отстраняване на азбест – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3812"
"38.12","38.12","Събиране на опасни отпадъци","Опасни отпадъци; услуги по събиране на опасни отпадъци","Дейности, свързани със събиране и транспортиране на твърди, течни, гелообразни и други форми на опасни отпадъци, т.е. отпадъци, които съдържат вещества, опасни за човешкото здраве и околната среда, например вещества експлозивни, оксидиращи, леснозапалими, силно токсични, канцерогенни, корозивни, инфекциозни, радиоактивни и други. Включват се и дейностите, съпътстващи  транспортирането на опасните отпадъци като маркиране, обработване, опаковане и етикетиране.  - събиране на опасни отпадъци като:   • отработени масла от машини, кораби или автомобили   • биологически опасни отпадъци   • радиоактивни отпадъци   • негодни за употреба батерии и акумулатори - експлоатация на площадки и съоръжения за временно съхранение, обработване и претоварване на опасни отпадъци","- отстраняване на замърсявания при мястото на образуването им - например в сгради, площадки за добив, почви или подземни води, отстраняване на азбест – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3812"
"38.12","38.12.1","Събиране на опасни отпадъци","Услуги по събиране на опасни отпадъци","Дейности, свързани със събиране и транспортиране на твърди, течни, гелообразни и други форми на опасни отпадъци, т.е. отпадъци, които съдържат вещества, опасни за човешкото здраве и околната среда, например вещества експлозивни, оксидиращи, леснозапалими, силно токсични, канцерогенни, корозивни, инфекциозни, радиоактивни и други. Включват се и дейностите, съпътстващи  транспортирането на опасните отпадъци като маркиране, обработване, опаковане и етикетиране.  - събиране на опасни отпадъци като:   • отработени масла от машини, кораби или автомобили   • биологически опасни отпадъци   • радиоактивни отпадъци   • негодни за употреба батерии и акумулатори - експлоатация на площадки и съоръжения за временно съхранение, обработване и претоварване на опасни отпадъци","- отстраняване на замърсявания при мястото на образуването им - например в сгради, площадки за добив, почви или подземни води, отстраняване на азбест – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3812"
"38.12","38.12.3","Събиране на опасни отпадъци","Услуги на площадки и съоръжения за временно съхранение и претоварване на опасни отпадъци","Дейности, свързани със събиране и транспортиране на твърди, течни, гелообразни и други форми на опасни отпадъци, т.е. отпадъци, които съдържат вещества, опасни за човешкото здраве и околната среда, например вещества експлозивни, оксидиращи, леснозапалими, силно токсични, канцерогенни, корозивни, инфекциозни, радиоактивни и други. Включват се и дейностите, съпътстващи  транспортирането на опасните отпадъци като маркиране, обработване, опаковане и етикетиране.  - събиране на опасни отпадъци като:   • отработени масла от машини, кораби или автомобили   • биологически опасни отпадъци   • радиоактивни отпадъци   • негодни за употреба батерии и акумулатори - експлоатация на площадки и съоръжения за временно съхранение, обработване и претоварване на опасни отпадъци","- отстраняване на замърсявания при мястото на образуването им - например в сгради, площадки за добив, почви или подземни води, отстраняване на азбест – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3812"
"38.2","38.2","Обработване и обезвреждане на отпадъци","Услуги по третиране и обезвреждане на отпадъци","Тази група включва обработване и обезвреждане на всякакви отпадъци независимо от способите и операциите, които се прилагат - например обработване на органични отпадъци с цел отстраняването им; обработване и обезвреждане на токсични животни и други замърсени отпадъци; обработване и обезвреждане на слаборадиоактивни отпадъци от болници; депониране на отпадъци - наземно или във вода; заравяне или погребване на отпадъци в земята; премахване на излезли от употреба вещи, например хладилници, с цел обезвреждане на съдържащите се в тях опасни материали; обезвреждане на отпадъци чрез изгаряне, вкл. оползотворяване на получената енергия от процеса на изгаряне на отпадъците.","- обработване на отпадъчни води - 37.00  - рециклиране на материали от отпадъци - 38.3",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_382"
"38.21","38.21.4","Обработване и обезвреждане на неопасни отпадъци","Пепели и остатъци от изгаряне на отпадъци","Дейности по обработване и обезвреждане на твърди и други форми на неопасни отпадъци, с цел тяхното отстраняване.  - експлоатация на депа или площадки за депониране, предназначени за обезвреждане на неопасни отпадъци - обезвреждане на неопасни отпадъци чрез изгаряне или по друг начин, съпътствано или не от добиване на електрическа или топлинна енергия, компост, заместители на горива, биогаз, пепел или други странични продукти, годни за последващо използване - обработване на органични отпадъци с цел отстраняването им","- изгаряне на опасни отпадъци – 38.22  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси, метали и други – 38.32 - отстраняване на замърсявания при мястото на образуването им, например в сгради, площадки, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3821"
"38.21","38.21.1","Обработване и обезвреждане на неопасни отпадъци","Услуги по третиране на неопасни отпадъци, предназначени за окончателно обезвреждане","Дейности по обработване и обезвреждане на твърди и други форми на неопасни отпадъци, с цел тяхното отстраняване.  - експлоатация на депа или площадки за депониране, предназначени за обезвреждане на неопасни отпадъци - обезвреждане на неопасни отпадъци чрез изгаряне или по друг начин, съпътствано или не от добиване на електрическа или топлинна енергия, компост, заместители на горива, биогаз, пепел или други странични продукти, годни за последващо използване - обработване на органични отпадъци с цел отстраняването им","- изгаряне на опасни отпадъци – 38.22  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси, метали и други – 38.32 - отстраняване на замърсявания при мястото на образуването им, например в сгради, площадки, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3821"
"38.21","38.21.2","Обработване и обезвреждане на неопасни отпадъци","Услуги по обезвреждане на неопасни отпадъци","Дейности по обработване и обезвреждане на твърди и други форми на неопасни отпадъци, с цел тяхното отстраняване.  - експлоатация на депа или площадки за депониране, предназначени за обезвреждане на неопасни отпадъци - обезвреждане на неопасни отпадъци чрез изгаряне или по друг начин, съпътствано или не от добиване на електрическа или топлинна енергия, компост, заместители на горива, биогаз, пепел или други странични продукти, годни за последващо използване - обработване на органични отпадъци с цел отстраняването им","- изгаряне на опасни отпадъци – 38.22  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси, метали и други – 38.32 - отстраняване на замърсявания при мястото на образуването им, например в сгради, площадки, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3821"
"38.21","38.21.3","Обработване и обезвреждане на неопасни отпадъци","Отпадъци от органични разтворители","Дейности по обработване и обезвреждане на твърди и други форми на неопасни отпадъци, с цел тяхното отстраняване.  - експлоатация на депа или площадки за депониране, предназначени за обезвреждане на неопасни отпадъци - обезвреждане на неопасни отпадъци чрез изгаряне или по друг начин, съпътствано или не от добиване на електрическа или топлинна енергия, компост, заместители на горива, биогаз, пепел или други странични продукти, годни за последващо използване - обработване на органични отпадъци с цел отстраняването им","- изгаряне на опасни отпадъци – 38.22  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси, метали и други – 38.32 - отстраняване на замърсявания при мястото на образуването им, например в сгради, площадки, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3821"
"38.21","38.21.5","Обработване и обезвреждане на неопасни отпадъци","Агломерати под формата на гранули от битови отпадъци","Дейности по обработване и обезвреждане на твърди и други форми на неопасни отпадъци, с цел тяхното отстраняване.  - експлоатация на депа или площадки за депониране, предназначени за обезвреждане на неопасни отпадъци - обезвреждане на неопасни отпадъци чрез изгаряне или по друг начин, съпътствано или не от добиване на електрическа или топлинна енергия, компост, заместители на горива, биогаз, пепел или други странични продукти, годни за последващо използване - обработване на органични отпадъци с цел отстраняването им","- изгаряне на опасни отпадъци – 38.22  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси, метали и други – 38.32 - отстраняване на замърсявания при мястото на образуването им, например в сгради, площадки, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3821"
"38.21","38.21","Обработване и обезвреждане на неопасни отпадъци","Услуги по третиране и обезвреждане на неопасни отпадъци","Дейности по обработване и обезвреждане на твърди и други форми на неопасни отпадъци, с цел тяхното отстраняване.  - експлоатация на депа или площадки за депониране, предназначени за обезвреждане на неопасни отпадъци - обезвреждане на неопасни отпадъци чрез изгаряне или по друг начин, съпътствано или не от добиване на електрическа или топлинна енергия, компост, заместители на горива, биогаз, пепел или други странични продукти, годни за последващо използване - обработване на органични отпадъци с цел отстраняването им","- изгаряне на опасни отпадъци – 38.22  - експлоатация на площадки и съоръжения, където се сортират годни за рециклиране смесени материали като хартия, пластмаси, метали и други – 38.32 - отстраняване на замърсявания при мястото на образуването им, например в сгради, площадки, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3821"
"38.22","38.22.1","Обработване и обезвреждане на опасни отпадъци","Услуги по третиране на радиоактивни и други опасни отпадъци","Дейности по обработване и обезвреждане на твърди и други форми на опасни отпадъци, т.е. отпадъци, които съдържат вещества, опасни за човешкото здраве и околната среда - например вещества експлозивни, оксидиращи, леснозапалими, силно токсични, канцерогенни, корозивни, инфекциозни, радиоактивни и други.  - експлоатация на съоръжения и инсталации за обработване на опасни отпадъци - обезвреждане на токсични животни, живи или животински трупове и други замърсени отпадъци  - изгаряне на опасни отпадъци - премахване на опасни материали и компоненти, съдържащи се в излезли от употреба вещи и оборудване, например хладилници  - обработване, обезвреждане и складиране на радиоактивни отпадъци:   • обработване и отстраняване на слаборадиоактивни отпадъци, които се разпадат в периода на транспортиране или временно съхранение - отпадъци от болници и подобни с медицински произход    • манипулиране, кондициониране, капсуловане и други дейности преди окончателно погребване или складиране на радиоактивни отпадъци","- дейности, свързани с неизползвани (необлъчени) горивни елементи за ядрени реактори – 20.13 - изгаряне на неопасни отпадъци – 38.21  - отстраняване на замърсявания при мястото на образуването им - например в  сгради, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3822"
"38.22","38.22.2","Обработване и обезвреждане на опасни отпадъци","Услуги по обезвреждане на радиоактивни и други опасни отпадъци","Дейности по обработване и обезвреждане на твърди и други форми на опасни отпадъци, т.е. отпадъци, които съдържат вещества, опасни за човешкото здраве и околната среда - например вещества експлозивни, оксидиращи, леснозапалими, силно токсични, канцерогенни, корозивни, инфекциозни, радиоактивни и други.  - експлоатация на съоръжения и инсталации за обработване на опасни отпадъци - обезвреждане на токсични животни, живи или животински трупове и други замърсени отпадъци  - изгаряне на опасни отпадъци - премахване на опасни материали и компоненти, съдържащи се в излезли от употреба вещи и оборудване, например хладилници  - обработване, обезвреждане и складиране на радиоактивни отпадъци:   • обработване и отстраняване на слаборадиоактивни отпадъци, които се разпадат в периода на транспортиране или временно съхранение - отпадъци от болници и подобни с медицински произход    • манипулиране, кондициониране, капсуловане и други дейности преди окончателно погребване или складиране на радиоактивни отпадъци","- дейности, свързани с неизползвани (необлъчени) горивни елементи за ядрени реактори – 20.13 - изгаряне на неопасни отпадъци – 38.21  - отстраняване на замърсявания при мястото на образуването им - например в  сгради, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3822"
"38.22","38.22","Обработване и обезвреждане на опасни отпадъци","Услуги по третиране и обезвреждане на опасни отпадъци","Дейности по обработване и обезвреждане на твърди и други форми на опасни отпадъци, т.е. отпадъци, които съдържат вещества, опасни за човешкото здраве и околната среда - например вещества експлозивни, оксидиращи, леснозапалими, силно токсични, канцерогенни, корозивни, инфекциозни, радиоактивни и други.  - експлоатация на съоръжения и инсталации за обработване на опасни отпадъци - обезвреждане на токсични животни, живи или животински трупове и други замърсени отпадъци  - изгаряне на опасни отпадъци - премахване на опасни материали и компоненти, съдържащи се в излезли от употреба вещи и оборудване, например хладилници  - обработване, обезвреждане и складиране на радиоактивни отпадъци:   • обработване и отстраняване на слаборадиоактивни отпадъци, които се разпадат в периода на транспортиране или временно съхранение - отпадъци от болници и подобни с медицински произход    • манипулиране, кондициониране, капсуловане и други дейности преди окончателно погребване или складиране на радиоактивни отпадъци","- дейности, свързани с неизползвани (необлъчени) горивни елементи за ядрени реактори – 20.13 - изгаряне на неопасни отпадъци – 38.21  - отстраняване на замърсявания при мястото на образуването им - например в  сгради, почви и води; обезвреждане на токсични материали – 39.00",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3822"
"38.3","38.3","Рециклиране на материали","Услуги по оползотворяване на материали; рециклирани суровини",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_383"
"38.31","38.31.1","Разкомплектоване на отпадъци","Услуги по разкомплектоване на отпадъци (от вида на превозни средства и оборудване)","- дейности по разкомплектоване на отпадъци от вида на превозни средства и оборудване (автомобили, кораби, компютри, телевизори и друго излязло от употреба оборудване), когато целта е отделяне на отпадъчни материали, годни за последващо рециклиране.","- унищожаване на излезли от употреба вещи и оборудване с цел обезвреждане на съдържащи се в тях опасни отпадъци – 38.22 - разкомплектоване на излезли от употреба автомобили, компютри  и друго оборудване с цел продажба на годни за повторна употреба части – сектор G",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_3831"
