CN 2021,BEC Rev. 4,START,END
85412900,420,01/01/1999,31/12/2500
85412910,420,01/01/1988,31/12/1998
85412920,420,01/01/1995,31/12/1998
85412930,420,01/01/1995,31/12/1998
85412980,420,01/01/1995,31/12/1998
85412990,420,01/01/1988,31/12/1994
85413000,420,01/01/1999,31/12/2500
85413010,420,01/01/1988,31/12/1998
85413090,420,01/01/1988,31/12/1998
85414010,420,01/01/1999,31/12/2500
85414011,420,01/01/1995,31/12/1998
85414019,420,01/01/1995,31/12/1998
85414090,420,01/01/1999,31/12/2500
85414091,420,01/01/1988,31/12/1998
85414093,420,01/01/1988,31/12/1998
85414099,420,01/01/1988,31/12/1998
85415000,420,01/01/1999,31/12/2500
85415010,420,01/01/1988,31/12/1998
85415090,420,01/01/1988,31/12/1998
85416000,420,01/01/1988,31/12/2500
85419000,420,01/01/1988,31/12/2500
85421000,420,01/01/2002,31/12/2006
85421101,420,01/01/1992,31/12/1995
85421105,420,01/01/1992,31/12/1995
85421110,420,01/01/1988,31/12/1991
85421112,420,01/01/1992,31/12/1995
85421114,420,01/01/1992,31/12/1995
85421116,420,01/01/1992,31/12/1995
85421118,420,01/01/1992,31/12/1995
85421121,420,01/01/1992,31/12/1995
85421123,420,01/01/1992,31/12/1995
85421125,420,01/01/1992,31/12/1995
85421127,420,01/01/1992,31/12/1995
85421130,420,01/01/1988,31/12/1991
85421131,420,01/01/1992,31/12/1995
85421133,420,01/01/1995,31/12/1995
85421134,420,01/01/1995,31/12/1995
85421135,420,01/01/1995,31/12/1995
85421136,420,01/01/1995,31/12/1995
85421138,420,01/01/1995,31/12/1995
85421140,420,01/01/1995,31/12/1995
85421141,420,01/01/1995,31/12/1995
85421142,420,01/01/1992,31/12/1994
85421143,420,01/01/1995,31/12/1995
85421144,420,01/01/1992,31/12/1994
85421145,420,01/01/1995,31/12/1995
85421146,420,01/01/1992,31/12/1994
85421147,420,01/01/1995,31/12/1995
85421148,420,01/01/1992,31/12/1994
85421149,420,01/01/1995,31/12/1995
85421150,420,01/01/1992,31/12/1994
85421151,420,01/01/1995,31/12/1995
85421152,420,01/01/1995,31/12/1995
85421153,420,01/01/1995,31/12/1995
85421154,420,01/01/1995,31/12/1995
85421155,420,01/01/1995,31/12/1995
85421156,420,01/01/1995,31/12/1995
85421157,420,01/01/1995,31/12/1995
85421158,420,01/01/1995,31/12/1995
85421159,420,01/01/1992,31/12/1994
85421160,420,01/01/1995,31/12/1995
85421161,420,01/01/1995,31/12/1995
85421162,420,01/01/1992,31/12/1994
85421163,420,01/01/1995,31/12/1995
85421164,420,01/01/1992,31/12/1994
85421165,420,01/01/1995,31/12/1995
85421166,420,01/01/1995,31/12/1995
85421167,420,01/01/1992,31/12/1994
85421168,420,01/01/1992,31/12/1994
85421169,420,01/01/1995,31/12/1995
85421170,420,01/01/1995,31/12/1995
85421171,420,01/01/1995,31/12/1995
85421172,420,01/01/1995,31/12/1995
85421173,420,01/01/1995,31/12/1995
85421174,420,01/01/1992,31/12/1994
85421175,420,01/01/1995,31/12/1995
85421176,420,01/01/1995,31/12/1995
85421177,420,01/01/1995,31/12/1995
85421178,420,01/01/1995,31/12/1995
85421179,420,01/01/1992,31/12/1994
85421180,420,01/01/1992,31/12/1994
85421181,420,01/01/1995,31/12/1995
85421182,420,01/01/1992,31/12/1994
85421183,420,01/01/1995,31/12/1995
85421184,420,01/01/1992,31/12/1994
85421185,420,01/01/1995,31/12/1995
85421186,420,01/01/1992,31/12/1994
85421187,420,01/01/1995,31/12/1995
85421188,420,01/01/1992,31/12/1994
85421189,420,01/01/1992,31/12/1994
85421190,420,01/01/1992,31/12/1994
85421191,420,01/01/1992,31/12/1994
85421192,420,01/01/1995,31/12/1995
85421193,420,01/01/1995,31/12/1995
85421194,420,01/01/1995,31/12/1995
85421195,420,01/01/1992,31/12/1994
85421196,420,01/01/1995,31/12/1995
85421197,420,01/01/1995,31/12/1995
85421198,420,01/01/1992,31/12/1994
85421199,420,01/01/1995,31/12/1995
85421200,420,01/01/1996,31/12/2001
85421301,420,01/01/1996,31/12/2001
85421305,420,01/01/1996,31/12/2001
85421311,420,01/01/1996,31/12/2001
85421313,420,01/01/1996,31/12/2001
85421315,420,01/01/1996,31/12/2001
85421317,420,01/01/1996,31/12/2001
85421320,420,01/01/1999,31/12/2001
85421322,420,01/01/1996,31/12/1998
85421325,420,01/01/1996,31/12/1998
85421327,420,01/01/1996,31/12/1998
85421330,420,01/01/1999,31/12/2001
85421332,420,01/01/1996,31/12/1998
85421335,420,01/01/1996,31/12/1998
85421337,420,01/01/1996,31/12/1998
85421341,420,01/01/1996,31/12/1998
85421342,420,01/01/1999,31/12/2001
85421343,420,01/01/1996,31/12/1998
85421345,420,01/01/1996,31/12/2001
85421346,420,01/01/1999,31/12/2001
85421347,420,01/01/1996,31/12/1998
85421348,420,01/01/1999,31/12/2001
85421349,420,01/01/1996,31/12/2001
85421351,420,01/01/1996,31/12/1998
85421353,420,01/01/1996,31/12/1998
85421354,420,01/01/1999,31/12/2001
85421355,420,01/01/1996,31/12/2001
85421360,420,01/01/1999,31/12/2001
85421361,420,01/01/1996,31/12/1998
85421363,420,01/01/1996,31/12/1998
85421365,420,01/01/1996,31/12/1998
85421367,420,01/01/1996,31/12/1998
85421369,420,01/01/1996,31/12/1998
85421370,420,01/01/1996,31/12/2001
85421372,420,01/01/1996,31/12/1998
85421374,420,01/01/1996,31/12/1998
85421376,420,01/01/1996,31/12/1998
85421380,420,01/01/1999,31/12/2001
85421382,420,01/01/1996,31/12/1998
85421384,420,01/01/1996,31/12/1998
85421391,420,01/01/1996,31/12/1998
85421399,420,01/01/1996,31/12/1998
85421401,420,01/01/1996,31/12/2001
85421405,420,01/01/1996,31/12/2001
85421410,420,01/01/1996,31/12/1998
85421411,420,01/01/1999,31/12/2001
85421415,420,01/01/1996,31/12/1998
85421420,420,01/01/1996,31/12/1998
85421422,420,01/01/1997,31/12/1998
85421425,420,01/01/1996,31/12/1996
85421429,420,01/01/1997,31/12/1998
85421430,420,01/01/1996,31/12/2001
85421440,420,01/01/1999,31/12/2001
85421442,420,01/01/1996,31/12/1998
85421444,420,01/01/1996,31/12/1998
85421450,420,01/01/1996,31/12/2001
85421460,420,01/01/1996,31/12/1998
85421465,420,01/01/1996,31/12/1998
85421470,420,01/01/1996,31/12/1998
85421475,420,01/01/1996,31/12/1998
85421480,420,01/01/1996,31/12/1998
85421490,420,01/01/1999,31/12/2001
85421491,420,01/01/1996,31/12/1998
85421499,420,01/01/1996,31/12/1998
85421901,420,01/01/1996,31/12/2001
85421905,420,01/01/1996,31/12/2001
85421910,420,01/01/1988,31/12/1995
85421915,420,01/01/1996,31/12/1998
85421920,420,01/01/1988,31/12/1995
85421922,420,01/01/1996,31/12/1998
85421925,420,01/01/1996,31/12/1998
85421927,420,01/01/1996,31/12/1998
85421930,420,01/01/1988,31/12/1995
85421931,420,01/01/1996,31/12/1998
85421935,420,01/01/1996,31/12/1998
85421940,420,01/01/1999,31/12/2001
85421941,420,01/01/1996,31/12/1998
85421949,420,01/01/1996,31/12/1998
85421950,420,01/01/1988,31/12/1995
85421955,420,01/01/1996,31/12/2001
85421960,420,01/01/1992,31/12/1994
85421961,420,01/01/1995,31/12/1995
85421962,420,01/01/1996,31/12/1998
85421965,420,01/01/1995,31/12/1995
85421966,420,01/01/1999,31/12/2001
85421968,420,01/01/1996,31/12/1998
85421969,420,01/01/1995,31/12/1995
85421970,420,01/01/1988,31/12/1995
85421971,420,01/01/1996,31/12/2001
85421972,420,01/01/1996,31/12/1998
85421974,420,01/01/1996,31/12/1998
85421976,420,01/01/1996,31/12/1998
85421980,420,01/01/1992,31/12/1994
85421982,420,01/01/1996,31/12/1998
85421984,420,01/01/1996,31/12/1998
85421985,420,01/01/1999,31/12/2001
85421990,420,01/01/1988,31/12/1991
85421991,420,01/01/1995,31/12/1995
85421992,420,01/01/1996,31/12/1998
85421995,420,01/01/1995,31/12/1995
85421998,420,01/01/1996,31/12/1998
85421999,420,01/01/1995,31/12/1995
85422000,420,01/01/1988,31/12/1989
85422010,420,01/01/1990,31/12/1995
85422030,420,01/01/1992,31/12/1995
85422050,420,01/01/1990,31/12/1995
85422080,420,01/01/1992,31/12/1995
85422090,420,01/01/1990,31/12/1991
85422101,420,01/01/2002,31/12/2006
85422105,420,01/01/2002,31/12/2006
85422111,420,01/01/2002,31/12/2006
85422113,420,01/01/2002,31/12/2006
85422115,420,01/01/2002,31/12/2006
85422117,420,01/01/2002,31/12/2006
85422120,420,01/01/2002,31/12/2006
85422125,420,01/01/2002,31/12/2006
85422131,420,01/01/2002,31/12/2006
85422133,420,01/01/2002,31/12/2006
85422135,420,01/01/2002,31/12/2006
85422137,420,01/01/2002,31/12/2006
85422139,420,01/01/2002,31/12/2006
85422141,420,01/01/2002,31/12/2006
85422145,420,01/01/2002,31/12/2006
85422150,420,01/01/2002,31/12/2006
85422161,420,01/01/2002,31/12/2006
85422169,420,01/01/2002,31/12/2006
85422171,420,01/01/2002,31/12/2006
85422173,420,01/01/2002,31/12/2006
85422181,420,01/01/2002,31/12/2006
85422183,420,01/01/2002,31/12/2006
85422185,420,01/01/2002,31/12/2006
85422191,420,01/01/2002,31/12/2006
85422199,420,01/01/2002,31/12/2006
85422910,420,01/01/2002,31/12/2006
85422920,420,01/01/2002,31/12/2006
85422930,420,01/01/2002,31/12/2006
85422950,420,01/01/2002,31/12/2006
85422960,420,01/01/2002,31/12/2006
85422970,420,01/01/2002,31/12/2006
85422990,420,01/01/2002,31/12/2006
85423010,420,01/01/1996,31/12/2001
85423020,420,01/01/1996,31/12/2001
85423030,420,01/01/1996,31/12/2001
85423050,420,01/01/1996,31/12/2001
85423060,420,01/01/1999,31/12/2001
85423061,420,01/01/1996,31/12/1998
85423065,420,01/01/1996,31/12/1998
85423069,420,01/01/1996,31/12/1998
85423070,420,01/01/1996,31/12/2001
85423090,420,01/01/1999,31/12/2001
85423091,420,01/01/1996,31/12/1998
85423095,420,01/01/1996,31/12/1998
85423099,420,01/01/1996,31/12/1998
85423110,410,01/01/2007,31/12/2016
85423111,420,01/01/2017,31/12/2500
85423119,410,01/01/2017,31/12/2500
85423190,420,01/01/2007,31/12/2500
85423210,410,01/01/2007,31/12/2016
85423211,420,01/01/2017,31/12/2500
85423219,410,01/01/2017,31/12/2500
85423231,420,01/01/2007,31/12/2500
85423239,420,01/01/2007,31/12/2500
85423245,420,01/01/2007,31/12/2500
85423255,420,01/01/2007,31/12/2500
85423261,420,01/01/2007,31/12/2500
85423269,420,01/01/2007,31/12/2500
85423275,420,01/01/2007,31/12/2500
85423290,420,01/01/2007,31/12/2500
85423300,420,01/01/2007,31/12/2016
85423310,420,01/01/2017,31/12/2500
85423390,420,01/01/2017,31/12/2500
85423910,410,01/01/2007,31/12/2016
85423911,420,01/01/2017,31/12/2500
85423919,410,01/01/2017,31/12/2500
85423990,420,01/01/2007,31/12/2500
85424000,420,01/01/1999,31/12/2001
85424010,420,01/01/1996,31/12/1998
85424030,420,01/01/1996,31/12/1998
85424050,420,01/01/1996,31/12/1998
85424090,420,01/01/1996,31/12/1998
85425000,420,01/01/1996,31/12/2001
85426000,420,01/01/2002,31/12/2006
85427000,420,01/01/2002,31/12/2006
85428000,420,01/01/1988,31/12/1995
85429000,420,01/01/1988,31/12/2500
85431000,410,01/01/2007,31/12/2500
85431010,410,01/01/1995,31/12/1995
85431090,410,01/01/1995,31/12/1995
85431100,410,01/01/1996,31/12/2006
85431900,410,01/01/1996,31/12/2006
85432000,410,01/01/1988,31/12/2500
85433000,410,01/01/2007,31/12/2016
85433010,410,01/01/1995,31/12/1999
85433020,410,01/01/2000,31/12/2006
85433030,410,01/01/1998,31/12/1999
85433040,410,01/01/2017,31/12/2500
85433070,410,01/01/2017,31/12/2500
85433080,410,01/01/1998,31/12/2006
85433090,410,01/01/1995,31/12/1997
85434000,410,01/01/1996,31/12/2006
85437001,410,01/01/2017,31/12/2500
85437002,410,01/01/2017,31/12/2500
85437003,410,01/01/2017,31/12/2500
85437004,410,01/01/2017,31/12/2500
85437005,410,01/01/2017,31/12/2500
85437006,410,01/01/2017,31/12/2500
85437007,410,01/01/2017,31/12/2500
85437008,410,01/01/2017,31/12/2500
85437009,410,01/01/2017,31/12/2500
85437010,410,01/01/2007,31/12/2500
85437030,410,01/01/2007,31/12/2500
85437050,410,01/01/2011,31/12/2500
85437051,410,01/01/2007,31/12/2010
85437055,410,01/01/2007,31/12/2010
85437059,410,01/01/2007,31/12/2010
85437060,410,01/01/2007,31/12/2500
85437070,410,01/01/2018,31/12/2500
85437090,410,01/01/2018,31/12/2500
85438010,410,01/01/1988,31/12/1995
85438020,410,01/01/1991,31/12/1995
85438051,410,01/01/1995,31/12/1995
85438055,410,01/01/1995,31/12/1995
85438059,410,01/01/1995,31/12/1995
85438070,410,01/01/1995,31/12/1995
85438080,410,01/01/1991,31/12/1994
85438090,410,01/01/1988,31/12/1990
85438095,410,01/01/1995,31/12/1995
85438100,410,01/01/1996,31/12/2006
85438910,410,01/01/2002,31/12/2005
85438915,410,01/01/1998,31/12/2006
85438920,410,01/01/1996,31/12/2006
85438951,410,01/01/1996,31/12/2006
85438955,410,01/01/1996,31/12/2006
85438959,410,01/01/1996,31/12/2006
85438965,410,01/01/2000,31/12/2006
85438970,410,01/01/1996,31/12/1999
85438972,410,01/01/1998,31/12/1999
85438973,410,01/01/1998,31/12/2006
85438975,410,01/01/1998,31/12/2006
85438979,410,01/01/1998,31/12/2006
85438990,410,01/01/1996,31/12/1997
85438995,410,01/01/2002,31/12/2005
85438997,410,01/01/2006,31/12/2006
85439000,420,01/01/2007,31/12/2500
85439010,420,01/01/1988,31/12/2005
85439020,420,01/01/1998,31/12/2006
85439030,420,01/01/1998,31/12/2006
85439040,420,01/01/1998,31/12/2006
85439080,420,01/01/1998,31/12/2005
85439090,420,01/01/1988,31/12/1997
85439095,420,01/01/2006,31/12/2006
85441110,220,01/01/1988,31/12/2500
85441190,220,01/01/1988,31/12/2500
85441900,220,01/01/2011,31/12/2500
85441910,220,01/01/1988,31/12/2010
85441990,220,01/01/1988,31/12/2010
85442000,220,01/01/1994,31/12/2500
85442010,220,01/01/1988,31/12/1993
85442091,220,01/01/1988,31/12/1993
85442099,220,01/01/1988,31/12/1993
85443000,530,01/01/2006,31/12/2500
85443010,530,01/01/1988,31/12/2005
85443090,530,01/01/1988,31/12/2005
85444100,220,01/01/1988,31/12/1989
85444110,220,01/01/1990,31/12/2006
85444190,220,01/01/1990,31/12/2006
85444210,220,01/01/2007,31/12/2500
85444290,220,01/01/2007,31/12/2500
85444910,220,01/01/1988,31/12/1989
85444911,220,01/01/1990,31/12/1993
85444919,220,01/01/1990,31/12/1993
85444920,220,01/01/1994,31/12/2500
85444980,220,01/01/1994,31/12/2006
85444990,220,01/01/1988,31/12/1989
85444991,220,01/01/2007,31/12/2500
85444993,220,01/01/2007,31/12/2500
85444995,220,01/01/2007,31/12/2500
85444999,220,01/01/2007,31/12/2500
85445100,220,01/01/1988,31/12/1997
85445110,220,01/01/1998,31/12/2006
85445190,220,01/01/1998,31/12/2006
85445910,220,01/01/1988,31/12/2006
85445920,220,01/01/1994,31/12/2006
85445980,220,01/01/1994,31/12/2006
85445991,220,01/01/1988,31/12/1993
85445993,220,01/01/1988,31/12/1993
85445999,220,01/01/1988,31/12/1993
85446010,220,01/01/1994,31/12/2500
85446011,220,01/01/1988,31/12/1993
85446013,220,01/01/1988,31/12/1993
85446019,220,01/01/1988,31/12/1993
85446090,220,01/01/1994,31/12/2500
85446091,220,01/01/1988,31/12/1993
85446093,220,01/01/1988,31/12/1993
85446099,220,01/01/1988,31/12/1993
85447000,220,01/01/1988,31/12/2500
85451100,420,01/01/1988,31/12/2500
85451900,420,01/01/2011,31/12/2500
85451910,420,01/01/1988,31/12/2010
85451990,420,01/01/1988,31/12/2010
85452000,420,01/01/1988,31/12/2500
85459010,420,01/01/1988,31/12/2500
85459090,420,01/01/1988,31/12/2500
85461000,420,01/01/1988,31/12/2500
85462000,420,01/01/2011,31/12/2500
85462010,420,01/01/1988,31/12/2010
85462091,420,01/01/1988,31/12/2010
85462099,420,01/01/1988,31/12/2010
85469010,420,01/01/1988,31/12/2500
85469090,420,01/01/1988,31/12/2500
85471000,220,01/01/2011,31/12/2500
85471010,220,01/01/1988,31/12/2010
85471090,220,01/01/1988,31/12/2010
85472000,220,01/01/1988,31/12/2500
85479000,220,01/01/1988,31/12/2500
85480000,420,01/01/1988,31/12/1995
85481010,630,01/01/1996,31/12/2500
85481020,530,01/01/1996,31/12/1996
85481021,530,01/01/1997,31/12/2500
85481029,530,01/01/1997,31/12/2500
85481090,530,01/01/1996,31/12/1996
85481091,530,01/01/1997,31/12/2500
85481099,530,01/01/1997,31/12/2500
85489000,420,01/01/1996,31/12/1997
85489010,420,01/01/1998,31/12/2006
85489020,420,01/01/2007,31/12/2500
85489030,420,01/01/2017,31/12/2500
85489090,420,01/01/2017,31/12/2500
86011000,521,01/01/1988,31/12/2500
86012000,521,01/01/1988,31/12/2500
86021000,521,01/01/1988,31/12/2500
86029000,521,01/01/1988,31/12/2500
86031000,521,01/01/1988,31/12/2500
86039000,521,01/01/1988,31/12/2500
86040000,521,01/01/1988,31/12/2500
86050000,521,01/01/1988,31/12/2500
86061000,521,01/01/1988,31/12/2500
86062000,521,01/01/1988,31/12/2006
86063000,521,01/01/1988,31/12/2500
86069110,521,01/01/1988,31/12/2500
86069180,521,01/01/2007,31/12/2500
86069190,521,01/01/1988,31/12/2006
86069200,521,01/01/1988,31/12/2500
86069900,521,01/01/1988,31/12/2500
86071100,530,01/01/1988,31/12/2500
86071200,530,01/01/1988,31/12/2500
86071901,530,01/01/1990,31/12/2010
86071910,530,01/01/2011,31/12/2500
86071911,530,01/01/1988,31/12/2010
86071918,530,01/01/1990,31/12/2010
86071919,530,01/01/1988,31/12/1989
86071990,530,01/01/2011,31/12/2500
86071991,530,01/01/1990,31/12/2010
86071999,530,01/01/1990,31/12/2010
86072100,530,01/01/1988,31/12/1989
86072110,530,01/01/1990,31/12/2500
86072190,530,01/01/1990,31/12/2500
86072900,530,01/01/2011,31/12/2500
86072910,530,01/01/1990,31/12/2010
86072990,530,01/01/1990,31/12/2010
86073000,530,01/01/2011,31/12/2500
86073001,530,01/01/1990,31/12/2010
86073010,530,01/01/1988,31/12/1994
86073080,530,01/01/1990,31/12/1994
86073090,530,01/01/1988,31/12/1989
86073099,530,01/01/1995,31/12/2010
86079110,530,01/01/1995,31/12/2500
86079111,530,01/01/1990,31/12/1994
86079119,530,01/01/1990,31/12/1994
86079190,530,01/01/2011,31/12/2500
86079191,530,01/01/1990,31/12/2010
86079199,530,01/01/1990,31/12/2010
86079910,530,01/01/1995,31/12/2500
86079911,530,01/01/1990,31/12/1994
86079919,530,01/01/1990,31/12/1994
86079930,530,01/01/1988,31/12/2010
86079950,530,01/01/1995,31/12/2010
86079951,530,01/01/1990,31/12/1994
86079959,530,01/01/1990,31/12/1994
86079980,530,01/01/2011,31/12/2500
86079990,530,01/01/1988,31/12/2010
86080000,410,01/01/2011,31/12/2500
86080010,410,01/01/1988,31/12/2010
86080030,410,01/01/1988,31/12/2010
86080090,410,01/01/1997,31/12/2010
86080091,410,01/01/1990,31/12/1996
86080099,410,01/01/1990,31/12/1996
86090010,521,01/01/1988,31/12/2500
86090090,521,01/01/1988,31/12/2500
87011000,410,01/01/2000,31/12/2500
87011010,410,01/01/1988,31/12/1999
87011090,410,01/01/1988,31/12/1999
87012010,521,01/01/1988,31/12/2500
87012090,521,01/01/1988,31/12/2500
87013000,410,01/01/2009,31/12/2500
87013010,410,01/01/1997,31/12/2008
87013090,410,01/01/1997,31/12/2008
87019011,410,01/01/1988,31/12/2016
87019015,410,01/01/1988,31/12/1998
87019020,410,01/01/1999,31/12/2016
87019021,410,01/01/1988,31/12/1998
87019025,410,01/01/1988,31/12/2016
87019031,410,01/01/1988,31/12/2016
87019035,410,01/01/1988,31/12/2016
87019039,410,01/01/1988,31/12/2016
87019050,410,01/01/1988,31/12/2016
87019090,410,01/01/1988,31/12/2016
87019110,410,01/01/2017,31/12/2500
87019190,410,01/01/2017,31/12/2500
87019210,410,01/01/2017,31/12/2500
87019290,410,01/01/2017,31/12/2500
87019310,410,01/01/2017,31/12/2500
87019390,410,01/01/2017,31/12/2500
87019410,410,01/01/2017,31/12/2500
87019490,410,01/01/2017,31/12/2500
87019510,410,01/01/2017,31/12/2500
87019590,410,01/01/2017,31/12/2500
87021011,521,01/01/2017,31/12/2500
87021019,521,01/01/2017,31/12/2500
87021091,521,01/01/2017,31/12/2500
87021099,521,01/01/2017,31/12/2500
87022010,521,01/01/2017,31/12/2500
87022090,521,01/01/2017,31/12/2500
87023010,521,01/01/2017,31/12/2500
87023090,521,01/01/2017,31/12/2500
87024000,521,01/01/2017,31/12/2500
87029011,521,01/01/2017,31/12/2500
87029019,521,01/01/2017,31/12/2500
87029031,521,01/01/2017,31/12/2500
87029039,521,01/01/2017,31/12/2500
87029090,521,01/01/2017,31/12/2500
87031010,522,01/01/1988,31/12/1996
87031011,522,01/01/1997,31/12/2500
87031018,522,01/01/2000,31/12/2500
87031019,522,01/01/1997,31/12/1999
87031090,522,01/01/1988,31/12/1999
87032110,510,01/01/2017,31/12/2500
87032190,510,01/01/2017,31/12/2500
87032210,510,01/01/2017,31/12/2500
87032211,510,01/01/1989,31/12/1999
87032219,510,01/01/1989,31/12/1999
87032290,510,01/01/2017,31/12/2500
87032310,510,01/01/1988,31/12/1988
87032311,510,01/01/2017,31/12/2500
87032319,510,01/01/2017,31/12/2500
87032390,510,01/01/2017,31/12/2500
87032410,510,01/01/2017,31/12/2500
87032490,510,01/01/2017,31/12/2500
87033110,510,01/01/2017,31/12/2500
87033190,510,01/01/2017,31/12/2500
87033210,510,01/01/1988,31/12/1988
87033211,510,01/01/2017,31/12/2500
87033219,510,01/01/2017,31/12/2500
87033290,510,01/01/2017,31/12/2500
87033310,510,01/01/1988,31/12/1988
87033311,510,01/01/2017,31/12/2500
87033319,510,01/01/2017,31/12/2500
87033390,510,01/01/2017,31/12/2500
87034010,510,01/01/2017,31/12/2500
87034090,510,01/01/2017,31/12/2500
87035000,510,01/01/2017,31/12/2500
87036010,510,01/01/2017,31/12/2500
87036090,510,01/01/2017,31/12/2500
87037000,510,01/01/2017,31/12/2500
87038010,510,01/01/2017,31/12/2500
87038090,510,01/01/2017,31/12/2500
87039000,510,01/01/2017,31/12/2500
87039010,510,01/01/1988,31/12/2016
87039090,510,01/01/1988,31/12/2016
87041010,521,01/01/2000,31/12/2500
87041011,521,01/01/1988,31/12/1999
87041019,521,01/01/1988,31/12/1999
87041090,521,01/01/1988,31/12/2500
87042110,521,01/01/1988,31/12/2500
87042131,521,01/01/1988,31/12/2500
87042139,521,01/01/1988,31/12/2500
87042191,521,01/01/1988,31/12/2500
87042199,521,01/01/1988,31/12/2500
87042210,521,01/01/1988,31/12/2500
87042291,521,01/01/1988,31/12/2500
87042299,521,01/01/1988,31/12/2500
87042310,521,01/01/1988,31/12/2500
87042391,521,01/01/1988,31/12/2500
87042399,521,01/01/1988,31/12/2500
87043110,521,01/01/1988,31/12/2500
87043131,521,01/01/1988,31/12/2500
87043139,521,01/01/1988,31/12/2500
87043191,521,01/01/1988,31/12/2500
87043199,521,01/01/1988,31/12/2500
87043210,521,01/01/1988,31/12/2500
87043291,521,01/01/1988,31/12/2500
87043299,521,01/01/1988,31/12/2500
87049000,521,01/01/1988,31/12/2500
87051000,521,01/01/1988,31/12/2500
87052000,521,01/01/1988,31/12/2500
87053000,521,01/01/1988,31/12/2500
87054000,521,01/01/1988,31/12/2500
87059010,521,01/01/1988,31/12/2011
87059030,521,01/01/1988,31/12/2500
87059080,521,01/01/2012,31/12/2500
87059090,521,01/01/1988,31/12/2011
87060011,530,01/01/1988,31/12/2500
87060019,530,01/01/1988,31/12/2500
87060091,530,01/01/1988,31/12/2500
87060099,530,01/01/1988,31/12/2500
87071010,530,01/01/1988,31/12/2500
87071090,530,01/01/1988,31/12/2500
87079010,530,01/01/1988,31/12/2500
87079090,530,01/01/1988,31/12/2500
87081010,530,01/01/1988,31/12/2500
87081090,530,01/01/1988,31/12/2500
87082110,530,01/01/1988,31/12/2500
87082190,530,01/01/1988,31/12/2500
87082910,530,01/01/1988,31/12/2500
87082990,530,01/01/1988,31/12/2500
87083010,530,01/01/2007,31/12/2500
87083091,530,01/01/2007,31/12/2500
87083099,530,01/01/2007,31/12/2500
87083110,530,01/01/1988,31/12/2006
87083191,530,01/01/1988,31/12/2006
87083199,530,01/01/1988,31/12/2006
87083910,530,01/01/1988,31/12/2006
87083990,530,01/01/1988,31/12/2006
87084010,530,01/01/1988,31/12/2006
87084020,530,01/01/2007,31/12/2500
87084050,530,01/01/2007,31/12/2500
87084090,530,01/01/1988,31/12/2006
87084091,530,01/01/2007,31/12/2500
87084099,530,01/01/2007,31/12/2500
87085010,530,01/01/1988,31/12/2006
87085020,530,01/01/2007,31/12/2500
87085035,530,01/01/2007,31/12/2500
87085055,530,01/01/2007,31/12/2500
87085090,530,01/01/1988,31/12/2006
87085091,530,01/01/2007,31/12/2500
87085099,530,01/01/2007,31/12/2500
87086010,530,01/01/1988,31/12/2006
87086091,530,01/01/1988,31/12/2006
87086099,530,01/01/1988,31/12/2006
87087010,530,01/01/1988,31/12/2500
87087050,530,01/01/1988,31/12/2500
87087091,530,01/01/1988,31/12/2500
87087099,530,01/01/1988,31/12/2500
87088010,530,01/01/1988,31/12/2006
87088020,530,01/01/2007,31/12/2500
87088035,530,01/01/2007,31/12/2500
87088055,530,01/01/2007,31/12/2500
87088090,530,01/01/1988,31/12/2006
87088091,530,01/01/2007,31/12/2500
87088099,530,01/01/2007,31/12/2500
87089110,530,01/01/1988,31/12/2006
87089120,530,01/01/2007,31/12/2500
87089135,530,01/01/2007,31/12/2500
87089190,530,01/01/1988,31/12/2006
87089191,530,01/01/2007,31/12/2500
87089199,530,01/01/2007,31/12/2500
87089210,530,01/01/1988,31/12/2006
87089220,530,01/01/2007,31/12/2500
87089235,530,01/01/2007,31/12/2500
87089290,530,01/01/1988,31/12/2006
87089291,530,01/01/2007,31/12/2500
87089299,530,01/01/2007,31/12/2500
87089310,530,01/01/1988,31/12/2500
87089390,530,01/01/1988,31/12/2500
87089410,530,01/01/1988,31/12/2006
87089420,530,01/01/2007,31/12/2500
87089435,530,01/01/2007,31/12/2500
87089490,530,01/01/1988,31/12/2006
87089491,530,01/01/2007,31/12/2500
87089499,530,01/01/2007,31/12/2500
87089510,530,01/01/2007,31/12/2500
87089591,530,01/01/2007,31/12/2500
87089599,530,01/01/2007,31/12/2500
87089910,530,01/01/2007,31/12/2500
87089911,530,01/01/2001,31/12/2006
87089919,530,01/01/2001,31/12/2006
87089930,530,01/01/1991,31/12/2006
87089950,530,01/01/1991,31/12/2006
87089991,530,01/01/1988,31/12/1990
87089992,530,01/01/1991,31/12/2006
87089993,530,01/01/2007,31/12/2500
87089997,530,01/01/2007,31/12/2500
87089998,530,01/01/1991,31/12/2006
87089999,530,01/01/1988,31/12/1990
87091110,410,01/01/1988,31/12/2500
87091190,410,01/01/1988,31/12/2500
87091910,410,01/01/1988,31/12/2500
87091990,410,01/01/1988,31/12/2500
87099000,420,01/01/1997,31/12/2500
87099010,420,01/01/1990,31/12/1996
87099090,420,01/01/1990,31/12/1996
87100000,700,01/01/1988,31/12/2500
87111000,522,01/01/1988,31/12/2500
87112010,522,01/01/1988,31/12/2500
87112091,522,01/01/1988,31/12/2011
87112092,522,01/01/2012,31/12/2500
87112093,522,01/01/1994,31/12/2011
87112098,522,01/01/1994,31/12/2500
87112099,522,01/01/1988,31/12/1993
