"nace2","NAME","Parent","Include","Include_Also","Exclude"
"14","Herstellung von Bekleidung","C","Diese Abteilung umfasst alle Schneiderarbeiten (Konfektionskleidung oder Maßanfertigung) aus allen Materialien (Leder, Gewebe, gewirkter und gestrickter Stoff usw.) für alle Bekleidungsartikel (z. B. Oberbekleidung, Herren-, Damen- und Kinderwäsche, Arbeits-, Stadt- oder Freizeitkleidung) und Bekleidungszubehör. Es wird dabei nicht unterschieden zwischen Bekleidung für Erwachsene und Bekleidung für Kinder oder zwischen moderner und traditioneller Bekleidung.","Die Abteilung 14 umfasst ferner die Herstellung von Pelzwaren (Pelzfelle und Pelzbekleidung).",NA
"14.1","Herstellung von Bekleidung (ohne Pelzbekleidung)","14","Diese Gruppe umfasst die Herstellung von Bekleidung. Dazu können Stoffe aller Art verwendet werden, und diese können überdies beschichtet, imprägniert oder gummiert sein.",NA,NA
"14.11","Herstellung von Lederbekleidung","14.1","Diese Klasse umfasst: - Herstellung von Bekleidung aus Leder oder rekonstituiertem Leder, einschließlich Arbeitsschutzkleidung wie Lederschürzen für Schweißer.",NA,"Diese Klasse umfasst nicht: - Herstellung von Pelzbekleidung (s. 14.20) - Herstellung von Sporthandschuhen und Sportkopfbedeckungen aus Leder (s. 32.30) - Herstellung von feuerbeständiger Schutzkleidung (s. 32.99)"
"14.12","Herstellung von Arbeits- und Berufsbekleidung","14.1",NA,NA,"Diese Klasse umfasst nicht: - Herstellung von Schuhen (s. 15.20) - Herstellung von feuerbeständiger Schutzkleidung (s. 32.99) - Reparatur von Bekleidung (s. 95.29)"
"14.13","Herstellung von sonstiger Oberbekleidung","14.1","Diese Klasse umfasst: - Herstellung von sonstiger Herren-, Damen- und Kinderoberbekleidung aus gewebten, gewirkten oder gestrickten Stoffen, Vliesstoff usw.:   • Mäntel, Anzüge, Kostüme, Jacken, Hosen, Röcke usw.","Diese Klasse umfasst ferner: - Maßanfertigung - Herstellung von Teilen der vorgenannten Erzeugnisse","Diese Klasse umfasst nicht: - Herstellung von Bekleidung aus Pelzfellen (außer Kopfbedeckungen (s. 14.20) - Herstellung von Gummi- oder Kunststoffbekleidung, die nicht zusammengenäht, sondern lediglich geschweißt oder geklebt wird (s. 22.19, 22.29) - Herstellung von feuerbeständiger Schutzkleidung (s. 32.99) - Reparatur von Bekleidung (s. 95.29)"
"14.14","Herstellung von Wäsche","14.1","Diese Klasse umfasst: - Herstellung von Herren-, Damen- und Kinderwäsche aus gewebten, gewirkten oder gestrickten Stoffen, Spitzen usw.:   • Hemden, T-Shirts, Unterhosen, Schlafanzüge, Nachthemden, Morgenröcke, Blusen, Slips, Büstenhalter, Korsetts usw.",NA,"Diese Klasse umfasst nicht: - Reparatur von Bekleidung (s. 95.29)"
"14.19","Herstellung von sonstiger Bekleidung und Bekleidungszubehör a. n. g.","14.1","Diese Klasse umfasst: - Herstellung von Babybekleidung, Trainingsanzügen, Skianzügen, Badebekleidung usw. - Herstellung von Hüten und Mützen - Herstellung von sonstigem Bekleidungszubehör: Handschuhe, Gürtel, Schals, Krawatten, Haarnetze usw.","Diese Klasse umfasst ferner: - Herstellung von Kopfbedeckungen aus Pelzfellen - Herstellung von Schuhen ohne Sohle aus Textilfasern - Herstellung von Teilen der vorgenannten Erzeugnisse","Diese Klasse umfasst nicht: - Herstellung von Sportkopfbedeckungen (s. 32.30) - Herstellung von Sicherkeitskopfbedeckungen (außer Sportkopfbedeckungen) (s. 32.99) - Herstellung von feuerbeständiger Schutzkleidung (s. 32.99) - Reparatur von Bekleidung (s. 95.29)"
"14.2","Herstellung von Pelzwaren","14",NA,NA,NA
"14.20","Herstellung von Pelzwaren","14.2","Diese Klasse umfasst: - Herstellung von Pelzwaren:   • Pelzbekleidung, -besatz und -zubehör   • zusammengesetzte Pelzfelle wie ""ausgelassene"" Pelzfelle, Platten, Matten, Streifen usw.   • verschiedene Waren aus Pelzfellen: Brücken, Teppiche, nichtausgestopfte Sitzkissen, Poliertücher für den industriellen Bedarf",NA,"Diese Klasse umfasst nicht: - Erzeugung von rohen Pelzfellen (s. 01.4, 01.70) - Herstellung von rohen Fellen und Häuten (s. 10.11) - Herstellung von Pelzimitationen (gewebten oder gewirkten Hochflorgeweben) (s. 13.20, 13.91) - Herstellung von Pelzkappen und -mützen (s. 14.19) - Herstellung von Bekleidung mit Pelzbesatz (s. 14.19) - Zurichten und Färben von Fellen (s. 15.11) - Herstellung von Stiefeln und Schuhen mit Pelzbesatz (s. 15.20)"
"14.3","Herstellung von Bekleidung aus gewirktem und gestricktem Stoff","14",NA,NA,NA
"14.31","Herstellung von Strumpfwaren","14.3","Diese Klasse umfasst: - Herstellung von Strumpfwaren wie Socken, Strümpfe und Strumpfhosen",NA,NA
"14.39","Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff","14.3","Diese Klasse umfasst: - Herstellung von Bekleidung und anderen konfektionierten Waren durch Stricken oder Wirken:  Pullover, Strickjacken, Unterziehpullis, Westen und ähnliche Erzeugnisse",NA,"Diese Klasse umfasst nicht: - Herstellung von gewirktem und gestricktem Stoff (s. 13.91) - Herstellung von Strumpfwaren (s. 14.31)"
"15","Herstellung von Leder, Lederwaren und Schuhen","C","Diese Abteilung umfasst das Zurichten und Färben von Pelzen und die Verarbeitung von Fellen zu Leder durch Gerben und Zurichten sowie die Weiterverarbeitung des Leders zu Gebrauchsgegenständen.","Sie beinhaltet ferner die Herstellung von gleichartigen Erzeugnissen aus anderen Stoffen (Kunstleder oder Lederersatz), etwa von Schuhwerk aus Gummi, von Reisekoffern und –taschen aus Textilien usw. Die Erzeugnisse aus Lederersatz werden deshalb hier eingereiht, weil das Verfahren zu ihrer Herstellung dem für Erzeugnisse aus Leder ähnelt (z. B. Reisegepäck) und sie oft in der selben statistischen Einheit hergestellt werden.",NA
"15.1","Herstellung von Leder und Lederwaren (ohne Herstellung von Lederbekleidung)","15","Diese Gruppe umfasst die Herstellung von Leder und Fellen sowie von Erzeugnissen daraus.",NA,NA
"15.11","Herstellung von Leder und Lederfaserstoff; Zurichtung und Färben von Fellen","15.1","Diese Klasse umfasst: - Gerben, Färben und Zurichten von Fellen und Häuten - Herstellung von Sämisch-, Pergament-, Lack- oder metallisiertem Leder - Herstellung von Lederfaserstoff - Schaben, Scheren, Rupfen, Gerben, Bleichen und Färben von (noch behaarten) Fellen",NA,"Diese Klasse umfasst nicht: - Erzeugung von Fellen und Häuten bei der Tierhaltung (s. 01.4) - Erzeugung von Fellen und Häuten beim Schlachten (s. 10.11) - Herstellung von Lederbekleidung (s. 14.11) - Herstellung von Kunstleder nicht auf der Grundlage von natürlichem Leder (s. 22.19, 22.29)"
"15.12","Lederverarbeitung (ohne Herstellung von Lederbekleidung)","15.1","Diese Klasse umfasst: - Herstellung von Koffern, Taschen und anderen Waren aus Leder, Kunstleder oder anderen Materialien wie Kunststofffolien, Spinnstoffen, Vulkanfiber oder Pappe, bei denen die gleiche Technologie angewendet wird wie bei Leder - Herstellung von Sattlerwaren - Herstellung von nichtmetallischen Uhrarmbändern (z. B. aus Stoff, Leder, Kunststoff) - Herstellung von verschiedenen Artikeln aus Leder oder Kunstleder: Treibriemen, Dichtungen usw. - Herstellung von Schnürsenkeln aus Leder - Herstellung von Reit- und anderen Peitschen",NA,"Diese Klasse umfasst nicht: - Herstellung von Lederbekleidung (s. 14.11) - Herstellung von Lederhandschuhen, -hüten und -mützen (s. 14.19) - Herstellung von Schuhen (s. 15.20) - Herstellung von Fahrradsätteln (s. 30.92) - Herstellung von Uhrarmbändern aus Edelmetallen (s. 32.12) - Herstellung von Uhrarmbändern aus unedlen Metallen (s. 32.13) - Herstellung von Haltegurten und anderen Gurten für die Berufsausübung (s. 32.99)"
"15.2","Herstellung von Schuhen","15",NA,NA,NA
"15.20","Herstellung von Schuhen","15.2","Diese Klasse umfasst: - Herstellung von Schuhen aller Art, aus beliebigem Material, in beliebigen Verfahren einschließlich Gießverfahren (Ausnahmen siehe unten) - Herstellung von Schuhteilen aus Leder: Oberteile und Teile davon, Lauf- und Innensohlen, Absätze usw. - Herstellung von Zugstiefeln, Gamaschen u. Ä.",NA,"Diese Klasse umfasst nicht: - Herstellung von Schuhen aus Textilfasern ohne Sohle (s. 14.19) - Herstellung von Schuhteilen aus Holz (z. B. Absätze und Leisten) (s. 16.29) - Herstellung von Absätzen und Sohlen für Gummistiefel und –schuhe sowie von anderen Gummiteilen für Schuhe (s. 22.19) - Herstellung von Kunststoffteilen für Schuhe (s. 22.29) - Herstellung von Skischuhen (s. 32.30) - Herstellung von orthopädischen Schuhen (s. 32.50)"
"16","Herstellung von Holz-, Flecht-, Korb- und Korkwaren (ohne Möbel)","C","Diese Abteilung umfasst die Herstellung von Holzwaren wie Bauholz, Sperrholz, Furniere, Verpackungsmittel, Lagerbehälter und Ladungsträger, Bodenbeläge, Fachwerk, vorgefertigte Gebäude. Das Produktionsverfahren umfasst Sägen, Hobeln, Drechseln, Laminieren und Zusammenbau von Holzerzeugnissen, ausgehend von in Blöcke geschnittenen Stämmen oder Bauholz, das geschnitten oder von Dreh- und Schälmaschinen oder anderem Werkzeug bearbeitet wird. Das Bauholz oder andere bearbeitete Holzteile können dann noch gehobelt oder anders zugerichtet und zu Fertigerzeugnissen wie Verpackungsmittel, Lagerbehälter und Ladungsträger zusammengebaut werden.   Abgesehen von den Sägewerken richtet sich die Untergliederung dieser Abteilung im Wesentlichen nach den jeweils hergestellten Erzeugnissen.",NA,"Diese Abteilung umfasst nicht die Herstellung von Möbeln (31.0) oder den Einbau von Konstruktions- und Ausbauelementen aus Holz (43.32, 43.33, 43.39)"
"16.1","Säge-, Hobel- und Holzimprägnierwerke","16",NA,NA,NA
"16.10","Säge-, Hobel- und Holzimprägnierwerke","16.1","Diese Klasse umfasst: - Sägen, Hobeln und sonstiges maschinelles Bearbeiten von Holz - Säumen, Schälen und Messern von Rundholz - Herstellung von Eisenbahnschwellen aus Holz - Herstellung von Einzelteilen für Bodenbeläge aus Holz - Herstellung von Holzwolle, -mehl, -schnitzeln und -plättchen","Diese Klasse umfasst ferner: - Holztrocknung - Imprägnieren und chemisches Behandeln von Holz mit Konservierungs- und anderen Stoffen","Diese Klasse umfasst nicht: - Holzfällerei und Gewinnung von Rohholz (s. 02.20) - Herstellung von für die Verarbeitung zu Sperrholz und Platten ausreichend dünnen Furnieren (s. 16.21) - Herstellung von Schindeln, Stäben und Leisten (s. 16.23) - Herstellung von Brennholz aus Pressholz (s. 16.29)"
"16.2","Herstellung von sonstigen Holz-, Kork-, Flecht- und Korbwaren (ohne Möbel)","16","Diese Gruppe umfasst die Herstellung von Holz-, Kork-, Flecht- und Korbwaren, und zwar sowohl von Grundformen als auch von zusammengebauten Erzeugnissen.",NA,NA
"16.21","Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten","16.2","Diese Klasse umfasst: - Herstellung von Furnieren, die ausreichend dünn sind, um sich zum Furnieren, zur Verarbeitung zu Sperrholz oder ob zu anderen Zwecken zu eignen   • Glätten, Färben, Beschichten, Imprägnieren, Verstärken (Rückenverstärkung mit Papier oder Gewebe)   • Anfertigung in Form von Motiven - Herstellung von Sperrholz, Furnierplatten und ähnlichen laminierten Holzplatten und -blättern - Herstellung von OSB-Spanplatten und anderen Spanplatten - Herstellung von mitteldichten Faserplatten (MDF) und anderen Faserplatten - Herstellung von verdichtetem Holz - Herstellung von schichtverleimtem Holz, Pressschichtholz",NA,NA
"16.22","Herstellung von Parketttafeln","16.2","Diese Klasse umfasst: - Herstellung von zu Dielen oder Tafeln zusammengesetzten Parkettbodenstäben, -stäbchen und -lamellen",NA,"Diese Klasse umfasst nicht: - Herstellung von Einzelteilen für Bodenbeläge aus Holz (s.16.10)"
"16.23","Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz","16.2","Diese Klasse umfasst: - Herstellung von vorwiegend für den Bau bestimmten Holzwaren:   • Balken, Binder, Pfetten und Sparren   • schichtverleimte und metallisch verbundene Dachstuhlkonstruktionen aus Holz   • Türen, Fenster, Fensterläden, Rahmen und Verkleidungen dafür, auch mit Metallbeschlägen wie Scharnieren, Schlössern und dergleichen   • Treppen und Geländer   • Schindeln, Stäbe und Leisten - Herstellung von vorgefertigten Gebäuden oder Teilen davon, vorwiegend aus Holz, z. B. Saunen - Herstellung von Mobilheimen - Herstellung von Trennwänden aus Holz (außer frei stehenden)",NA,"Diese Klasse umfasst nicht: - Herstellung von Küchen-, Bücher-, Kleiderschränken usw. (s. 31.01, 31.02, 31.09) - Herstellung von frei stehenden Trennwänden aus Holz (s. 31.01, 31.02, 31.09)"
"16.24","Herstellung von Verpackungsmitteln, Lagerbehältern und Ladungsträgern aus Holz","16.2","Diese Klasse umfasst: - Herstellung von Schachteln, Kisten, Trommeln und ähnlichen Verpackungsmitteln aus Holz - Herstellung von Paletten und anderen Ladungsträgern aus Holz - Herstellung von Fässern, Bottichen, Trögen und anderen Böttcherwaren aus Holz - Herstellung von Kabeltrommeln aus Holz",NA,"Diese Klasse umfasst nicht: - Herstellung von Koffern (s. 15.12) - Herstellung von Behältnissen aus Flechtstoffen (s. 16.29)"
"16.29","Herstellung von Holzwaren a.n.g, Kork-, Flecht- und Korbwaren (ohne Möbel)","16.2","Diese Klasse umfasst: - Herstellung von verschiedenen Holzwaren:   • Griffe und Stiele für Werkzeuge, Besen, Bürsten   • Formen, Leisten und Schuhspanner, Kleiderbügel   • Haushaltsartikel und Küchengeräte aus Holz   • Figuren und Schmuck, Intarsien und andere Einlegearbeiten   • hölzerne Schachteln, Kassetten und Etuis für Schmuck, Schneidwaren u. Ä.   • Spulen, Rollen und ähnliche Artikel aus gedrechseltem Holz   • Holzwaren a. n. g. - Verarbeitung von Naturkork, Herstellung von Presskork - Herstellung von Waren aus Naturkork oder Presskork, einschließlich Bodenbeläge - Herstellung von Geflechten und Waren aus Flechtstoffen: Matten, Fußmatten, Gittergeflechte, Körbe usw. - Herstellung von Flechtwaren und Korbwaren - Herstellung von Brennholz und –pellets aus Pressholz oder Holzersatzstoffen wie Kaffeesatz oder Sojabohnen-Mahlrückständen (Okara) - Herstellung von Rahmen für Bilder oder Spiegel - Herstellung von Rahmen für Malleinwände - Herstellung von Schuhteilen aus Holz (z. B. Absätze und Leisten) - Herstellung von Griffen für Schirme, Rohrstöcke und dergleichen - Herstellung von Blöcken für die Herstellung von Tabakspfeifen",NA,"Diese Klasse umfasst nicht: - Herstellung von Matten und Fußmatten aus Spinnstoffen (s. 13.92) - Herstellung von Koffern (s. 15.12) - Herstellung von Holzschuhen (s. 15.20) - Herstellung von Streichhölzern (s. 20.51) - Herstellung von Uhrengehäusen (s. 26.52) - Herstellung von hölzernen Rollen, Spulen und Spindeln als Teile von Textilmaschinen (s. 28.94) - Herstellung von Möbeln (s. 31.0) - Herstellung von Holzspielzeug (s. 32.40) - Herstellung von Bürsten und Besen (s. 32.91) - Herstellung von Särgen (s. 32.99) - Herstellung von Rettungsmitteln aus Kork (s. 32.99)"
"17","Herstellung von Papier, Pappe und Waren daraus","C","Diese Abteilung umfasst die Herstellung von Holz- und Zellstoff und veredelten Papiererzeugnissen. Die Herstellung dieser Erzeugnisse wird zusammengefasst, da sie eine Reihe von vertikal verbundenen Verfahren bildet. In einer Einheit werden häufig mehrere Verfahren durchgeführt.   Es gibt im Wesentlichen drei Tätigkeiten: Die Herstellung von Holz- und Zellstoff besteht in der Trennung der Zellstofffasern von den anderen im Holz enthaltenen Stoffen oder in der Auflösung und Entfärbung von Altpapier sowie der Beimischung von Reagenzien in kleinen Mengen, um den Zusammenhalt der Fasern zu verstärken. Bei der Herstellung von Papier wird der Zellstoffbrei auf ein Drahtsieb aufgebracht und bildet ein Endlosblatt. Veredelte Papiererzeugnisse werden aus Papier und anderem Material durch verschiedene Verfahren hergestellt.   Eingeschlossen sind auch bedruckte Papiererzeugnisse (z. B. Tapeten, Geschenkpapier usw.), sofern das Drucken von Informationen nicht der Hauptzweck ist.  Die Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe zählt zur Gruppe 17.1, die übrigen Klassen umfassen die Herstellung von weiterverarbeitetem Papier und Papiererzeugnissen.",NA,NA
"17.1","Herstellung von Holz- und Zellstoff, Papier, Karton und Pappe","17",NA,NA,NA
"17.11","Herstellung von Holz- und Zellstoff","17.1","Diese Klasse umfasst: - Herstellung von gebleichter, halbgebleichter oder ungebleichter Papiermasse durch mechanische, chemische (auflösende oder nichtauflösende) oder halbchemische Aufbereitung von Papiermasse - Herstellung von Zellstoff aus Baumwoll-Samenhaaren (Linters) - Entfernen von Druckfarben und Herstellung von Holzschliff aus Altpapier",NA,NA
"17.12","Herstellung von Papier, Karton und Pappe","17.1","Diese Klasse umfasst: - Herstellung von Papier, Karton und Pappe zur industriellen Weiterverarbeitung","Diese Klasse umfasst ferner: - Weiterverarbeitung von Papier, Karton und Pappe:   • Umhüllen, Beschichten und Imprägnieren von Papier und Pappe   • Herstellung von Krepp- und Faltpapier   • Herstellung von Laminaten und Folien, die mit Papier, Karton oder Pappe laminiert sind - Herstellung von Büttenpapier und -pappe (handgeschöpft) - Herstellung von Zeitungspapier und anderem Druck- oder Schreibpapier - Herstellung von Zellstoffwatte und Vliese aus Zellstofffasern - Herstellung von Kohle-, Durchschreibe- oder Umdruckpapier in Rollen oder breiten Bogen","Diese Klasse umfasst nicht: - Herstellung von Wellpapier und –pappe (s. 17.21) - Herstellung von weiterverarbeiteten Papier-, Pappe- oder Zellstoffwaren (s. 17.22, 17.23, 17.24, 17.29) - Herstellung von beschichtetem oder imprägniertem Papier, sofern die Beschichtung oder das Imprägniermittel den Hauptbestandteil darstellt (siehe die Klasse, in der die Beschichtung oder das Imprägniermittel eingereiht ist) - Herstellung von Schleifpapier (s. 23.91)"
"17.2","Herstellung von Waren aus Papier, Karton und Pappe","17",NA,NA,NA
"17.21","Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe","17.2","Diese Klasse umfasst: - Herstellung von Wellpapier und -pappe - Herstellung von Verpackungsmitteln aus Wellpapier und -pappe - Herstellung von Faltschachteln aus Pappe - Herstellung von Verpackungsmitteln aus Vollpappe - Herstellung von anderen Verpackungsmitteln aus Papier, Karton und Pappe - Herstellung von Säcken und Beuteln aus Papier - Herstellung von Büroschachteln u. Ä.",NA,"Diese Klasse umfasst nicht: - Herstellung von Briefumschlägen (s. 17.23) - Herstellung von aus Papierbrei geformten oder gepressten Waren (z. B. Eierschachteln, Papierteller) (s. 17.29)"
"17.22","Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe","17.2","Diese Klasse umfasst: - Herstellung von Haushalts- und Hygieneartikeln aus Papier oder Pappe sowie von Waren aus Zellstoffwatte:   • Reinigungstücher   • Taschentücher, Handtücher und Servietten   • Toilettenpapier   • hygienische Binden und Tampons, Windeln und Windeleinlagen für Kleinkinder   • Tassen, Teller und Tabletts - Herstellung von Textilwatte und Erzeugnissen aus Watte: Monatsbinden, Tampons usw.",NA,"Diese Klasse umfasst nicht: - Herstellung von Zellstoffwatte (s. 17.12)"
"17.23","Herstellung von Schreibwaren und Bürobedarf aus Papier, Karton und Pappe","17.2","Diese Klasse umfasst: - Herstellung von gebrauchsfertigem Druck- und Schreibpapier - Herstellung von gebrauchsfertigem Papier für Computerdrucker - Herstellung von gebrauchsfertigem präpariertem Durchschreibpapier - Herstellung von gebrauchsfertigen vollständigen Dauerschablonen und Kohlepapier - Herstellung von gebrauchsfertigem gummiertem oder mit einer Klebeschicht versehenem Papier - Herstellung von Briefumschlägen und Einstückbriefen - Herstellung von Schreibwaren aus Papier oder Pappe für Ausbildung und Beruf (Hefte, Mappen, Hefter, Ordner, Register, Hauptbücher für die Buchhaltung, Vordrucke usw., sofern die aufgedruckte Information nicht das Hauptmerkmal darstellt - Herstellung von Zusammenstellungen solcher Schreibwaren in Schachteln, Taschen und ähnlichen Behältnissen",NA,"Diese Klasse umfasst nicht: - Bedrucken von Papiererzeugnissen (s. 18.1)"
"17.24","Herstellung von Tapeten","17.2","Diese Klasse umfasst: - Herstellung von Tapeten und ähnlichen Wandverkleidungen einschließlich vinylbeschichteter und textiler Wandverkleidungen",NA,"Diese Klasse umfasst nicht: - Herstellung von nichtzugeschnittenem Papier, Karton und Pappe (s. 17.12) - Herstellung von Kunststofftapeten (s. 22.29)"
"17.29","Herstellung von sonstigen Waren aus Papier, Karton und Pappe","17.2","Diese Klasse umfasst: - Herstellung von Etiketten - Herstellung von Filterpapier und -pappe - Herstellung von Rollen, Spulen usw. aus Papier oder Pappe - Herstellung von Eierschachteln und sonstigen Verpackungsmitteln aus Höckerpappe usw. - Herstellung von Dekorations- und Unterhaltungsartikel aus Papier - Herstellung von Papier- oder Pappkarten zum Einsatz in Jacquardmaschinen",NA,"Diese Klasse umfasst nicht: - Herstellung von Spielkarten (s. 32.40) - Herstellung von Spielen und Spielzeug aus Papier oder Pappe (s. 32.40)"
"18","Herstellung von Druckerzeugnissen; Vervielfältigung von bespielten Ton-, Bild- und Datenträgern","C","Diese Abteilung umfasst Drucken von Erzeugnissen wie Zeitungen, Zeitschriften, Bücher, Geschäftsvordrucke, Grußkarten usw. und beinhaltet auch Unterstützungstätigkeiten wie Buchbinderei, Klischeeherstellung und Data Imaging. Die hier eingeordneten Unterstützungstätigkeiten sind integraler Bestandteil der Herstellung von Druckerzeugnissen, und ein Erzeugnis (Druckplatte, Computer-Speicherplatte oder -datei), das integraler Bestandteil der Herstellung von Druckerzeugnissen ist, wird fast immer im Rahmen dieser Tätigkeiten hergestellt.   Die beim Drucken angewandten Verfahren beinhalten eine Reihe von Techniken zur Bildübertragung von Platten, Rastern oder Computerdateien auf andere Medien wie Papier, Kunststoff, Metall, Textilien oder Holz. Am häufigsten ist die Bildübertragung von Platten oder Rastern auf das Medium (Lithografie, Tief-, Sieb- und Flexodruck). Häufig dient die Computerdatei auch dazu, den Druckmechanismus, eine elektrostatische oder eine sonstige Vorrichtung unmittelbar zu steuern, um ein Bild zu erzeugen (digitaler oder anschlagfreier Druck).  Zwar können Drucken und Verlegen in der gleichen Einheit erfolgen, doch geht der Trend dahin, dass diese verschiedenen Tätigkeiten nicht in der gleichen Arbeitsstätte ausgeführt werden.","Diese Abteilung umfasst auch die Vervielfältigung bespielter Datenträger, z. B. CDs, Videoaufzeichnungen oder Software auf Bändern, Platten usw.","Nicht zu dieser Abteilung gehört das Verlagswesen (s. Abschnitt J)"
"18.1","Herstellung von Druckerzeugnissen","18","Diese Gruppe umfasst das Drucken von Erzeugnissen wie Zeitungen, Zeitschriften, Bücher, Geschäftsdrucksachen, Grußkarten usw. und beinhaltet auch Unterstützungstätigkeiten wie Buchbinderei, Klischeeherstellung und Data Imaging. Das Drucken kann mit unterschiedlichen Verfahren auf unterschiedliche Materialien erfolgen.",NA,NA
"18.11","Drucken von Zeitungen","18.1",NA,"Diese Klasse umfasst ferner: - Druck von Zeitungen und anderen periodischen Druckschriften, die mindestens viermal wöchentlich erscheinen","Diese Klasse umfasst nicht: - Verlegen von Druckerzeugnissen (s. 58.1) - Fotokopieren von Unterlagen (s. 82.19)"
"18.12","Drucken a. n. g.","18.1","Diese Klasse umfasst: - Drucken von Zeitschriften und anderen periodischen Druckschriften, die weniger als viermal wöchentlich erscheinen - Drucken von Büchern und Broschüren, Musikalien und Notenvorlagen, Karten, Atlanten, Plakaten, Katalogen, Prospekten und anderen Werbedruckschriften, Postwertzeichen, Steuermarken, Wertpapieren, Chipkarten, Alben, Tagebüchern, Kalendern, Formularen und anderen Geschäftsdrucksachen, Familiendrucksachen und anderen Druckerzeugnissen auf Hoch-, Offset-, Tief-, Flexo-, Sieb- und anderen Druckmaschinen, Vervielfältigungsmaschinen, Computerdruckern, Prägemaschinen, einschließlich Schnelldruck - Bedrucken von Textilien, Kunststoff, Glass, Metall, Holz und Keramik  Für die bedruckten Gegenstände besteht üblicherweise Urheberrechtsschutz.","Diese Klasse umfasst ferner: - Bedrucken von Etiketten und Anhängern (Lithografie, Tiefdruck, Flexo- oder anderer Druck)","Diese Klasse umfasst nicht: - Herstellung von Schreibwaren aus Papier oder Pappe (Hefte, Mappen, Hefter, Ordner, Register, Hauptbücher für die Buchhaltung, Vordrucke usw.), sofern die aufgedruckte Information nicht das Hauptmerkmal darstellt (s. 17.23) - Verlegen von Druckerzeugnissen (s. 58.1)"
"18.13","Druck- und Medienvorstufe","18.1","Diese Klasse umfasst: - Satzherstellung einschließlich Fotosatz, Dateneingabe auf der Vorstufe einschließlich Scannen und optische Zeichenerkennung, elektronischer Seitenaufbau - Vorbereitung von Dateien für Multimedia-Anwendungen (Ausdruck auf Papier, CD-ROM, Internet) - Stereotypieleistungen einschließlich Bild- und Plattensatz (für Hochdruck- und Offset-Druckverfahren) - Vorbereitung der Druckzylinder: Gravieren oder Ätzen von Tiefdruckwalzen - Vorbereitung der Druckplatten: ""computer to plate"" CTP (auch Fotopolymer-Platten) - Vorbereitung von Platten und Formen für Reliefdruck - Vorbereitung von:   • Kunstwerken technischer Art, etwa Vorbereiten von Lithografie-Steinen und Holzblöcken   • Datenträger für Präsentationen, z. B. Folien für Tageslichtprojektoren und andere Präsentationsformen   • Skizzen, Layouts, Dummys usw.   • Herstellung von Korrekturabzüge",NA,"Diese Klasse umfasst nicht: - Ateliers für Textil-, Schmuck-, Möbel- u. ä. Design (s. 74.10)"
"18.14","Binden von Druckerzeugnissen und damit verbundene Dienstleistungen","18.1","Diese Klasse umfasst: - Binden von Kleinauflagen und Probeexemplaren sowie Drucknachbereitung, z. B. Binden und Fertigstellen von Büchern, Broschüren, Zeitschriften, Katalogen usw. durch Falzen, Zusammentragen, Klammern, Leimen, Heften, Klebebinden, Beschneiden, Prägen, Lumbecken, Rückenstichheften, Anbringen von Goldschnitt, Spiralbindung mit Draht oder Kunststoff - Binden und Fertigbearbeiten von bedrucktem Papier oder Karton durch Falten, Stanzen, Stempeln, Lochen, Perforieren, Bohren, Prägen, Kleben, Leimen, Laminieren - Fertigbearbeiten für CD-ROM - Versandfertigmachen, z. B. kundenspezifische Anpassung, Vorbereitung der Versandverpackung - sonstige Endbearbeitungstätigkeiten wie Stanzen, Stempeln, Brailledrucken",NA,NA
"18.2","Vervielfältigung von bespielten Ton-, Bild- und Datenträgern","18",NA,NA,NA
"18.20","Vervielfältigung von bespielten Ton-, Bild- und Datenträgern","18.2","Diese Klasse umfasst: - Vervielfältigung von Schallplatten, CDs und Bändern mit Musik- oder sonstigen Tonaufnahmen anhand von Masterbändern - Vervielfältigung von CDs, DVDs und Videobändern mit Film- und sonstigen Bildaufnahmen anhand von Masterbändern - Vervielfältigung von Masteraufzeichnungen von Software und Daten auf Disketten, CDs und Magnetbändern",NA,"Diese Klasse umfasst nicht: - Vervielfältigen von Druckerzeugnissen (s. 18.11, 18.12) - Verlegen von Software (s. 58.2) - Herstellung und Vertrieb von Filmen und Videobändern auf DVD und ähnlichen Datenträgern (s. 59.11, 59.12, 59.13) - Vervielfältigung von Kinofilmen zwecks Verleih an Lichtspielhäuser (s. 59.12) - Herstellung von Masteraufzeichnungen für Schallplatten oder andere Tonträger (s. 59.20)"
