"ISIC Rev. 4","CPC 2.1","ISIC4partial","CPC21partial"
"0170","86131","0","0"
"0170","86132","1","1"
"0210","03110","1","1"
"0210","03120","1","1"
"0210","86141","1","1"
"0220","03110","1","1"
"0220","03120","1","1"
"0220","03131","1","0"
"0220","03132","1","0"
"0220","34510","1","1"
"0220","86141","1","1"
"0230","01270","1","1"
"0230","01355","1","1"
"0230","01950","1","1"
"0230","03211","1","0"
"0230","03219","1","0"
"0230","03220","1","0"
"0230","03230","1","0"
"0230","03249","1","0"
"0240","86141","1","1"
"0240","86142","1","0"
"0311","04111","1","1"
"0311","04191","1","1"
"0311","04221","1","1"
"0311","04231","1","0"
"0311","04241","1","0"
"0311","04251","1","0"
"0311","04261","1","0"
"0311","04291","1","1"
"0311","04311","1","1"
"0311","04321","1","0"
"0311","04331","1","0"
"0311","04341","1","0"
"0311","04351","1","0"
"0311","04361","1","1"
"0311","04391","1","1"
"0311","04411","1","0"
"0311","04421","1","0"
"0311","04431","1","0"
"0311","04441","1","0"
"0311","04451","1","0"
"0311","04471","1","0"
"0311","04491","1","1"
"0311","04511","1","0"
"0311","04521","1","0"
"0311","04530","1","0"
"0311","04590","1","1"
"0311","04911","1","1"
"0311","04912","1","1"
"0311","04920","1","0"
"0311","04931","1","1"
"0311","04933","1","1"
"0311","38210","1","1"
"0311","86151","1","1"
"0311","86153","1","1"
"0312","04111","1","1"
"0312","04191","1","1"
"0312","04211","1","0"
"0312","04221","1","1"
"0312","04291","1","1"
"0312","04311","1","1"
"0312","04361","1","1"
"0312","04391","1","1"
"0312","04452","1","0"
"0312","04491","1","1"
"0312","04590","1","1"
"0312","04911","1","1"
"0312","04912","1","1"
"0312","04931","1","1"
"0312","04933","1","1"
"0312","86151","1","1"
"0312","86153","1","1"
"0321","04112","1","1"
"0321","04192","1","1"
"0321","04222","1","1"
"0321","04232","1","0"
"0321","04242","1","0"
"0321","04252","1","0"
"0321","04262","1","0"
"0321","04292","1","1"
"0321","04312","1","1"
"0321","04322","1","0"
"0321","04332","1","0"
"0321","04342","1","0"
"0321","04352","1","0"
"0321","04362","1","1"
"0321","04392","1","1"
"0321","04412","1","0"
"0321","04422","1","0"
"0321","04432","1","0"
"0321","04442","1","0"
"0321","04461","1","0"
"0321","04472","1","0"
"0321","04492","1","1"
"0321","04512","1","0"
"0321","04522","1","0"
"0321","04590","1","1"
"0321","04911","1","1"
"0321","04913","1","1"
"0321","04932","1","1"
"0321","04934","1","1"
"0321","38210","1","1"
"0321","86152","1","1"
"0321","86154","1","1"
"0322","02199","1","1"
"0322","04112","1","1"
"0322","04192","1","1"
"0322","04212","1","0"
"0322","04222","1","1"
"0322","04292","1","1"
"0322","04312","1","1"
"0322","04362","1","1"
"0322","04392","1","1"
"0322","04462","1","0"
"0322","04492","1","1"
"0322","04590","1","1"
"0322","04911","1","1"
"0322","04913","1","1"
"0322","04932","1","1"
"0322","04934","1","1"
"0322","86152","1","1"
"0322","86154","1","1"
"0510","11010","0","0"
"0510","86229","1","1"
"0520","11030","0","0"
"0520","86229","1","1"
"0610","12010","1","0"
"0610","12030","1","0"
"0610","86221","1","1"
"0620","12020","1","0"
"0620","86221","1","1"
"0710","14100","0","0"
"0710","86229","1","1"
"0721","13000","0","0"
"0721","86229","1","1"
"0729","14210","1","0"
"0729","14220","1","0"
"0729","14230","1","0"
"0729","14240","1","0"
"0729","14290","1","0"
"0729","86229","1","1"
"0810","15110","1","0"
"0810","15120","1","0"
"0810","15130","1","0"
"0810","15200","1","0"
"0810","15310","1","0"
"0810","15320","1","0"
"0810","15400","1","0"
"0810","16330","1","0"
"0810","86229","1","1"
"0891","16110","1","0"
"0891","16120","1","0"
"0891","16190","1","0"
"0891","34639","1","1"
"0891","34654","1","1"
"0891","86229","1","1"
"0892","11050","0","0"
"0892","86229","1","1"
"0893","16200","0","1"
"0893","86229","1","1"
"0899","15330","1","0"
"0899","16310","1","0"
"0899","16320","1","0"
"0899","16390","1","0"
"0899","86229","1","1"
"0910","86211","0","0"
"0990","86219","0","0"
"1010","02951","1","0"
"1010","02952","1","0"
"1010","02953","1","0"
"1010","02954","1","0"
"1010","02955","1","0"
"1010","02959","1","0"
"1010","21111","1","0"
"1010","21112","1","0"
"1010","21113","1","0"
"1010","21114","1","0"
"1010","21115","1","0"
"1010","21116","1","0"
"1010","21117","1","0"
"1010","21118","1","0"
"1010","21119","1","0"
"1010","21121","1","0"
"1010","21122","1","0"
"1010","21123","1","0"
"1010","21124","1","0"
"1010","21125","1","0"
"1010","21131","1","0"
"1010","21132","1","0"
"1010","21133","1","0"
"1010","21134","1","0"
"1010","21135","1","0"
"1010","21136","1","0"
"1010","21137","1","0"
"1010","21138","1","0"
"1010","21139","1","0"
"1010","21141","1","0"
"1010","21142","1","0"
"1010","21143","1","0"
"1010","21144","1","0"
"1010","21145","1","0"
"1010","21151","1","0"
"1010","21152","1","0"
"1010","21153","1","0"
"1010","21155","1","0"
"1010","21156","1","0"
"1010","21159","1","0"
"1010","21160","1","0"
"1010","21170","1","0"
"1010","21181","1","0"
"1010","21182","1","0"
"1010","21183","1","0"
"1010","21184","1","0"
"1010","21189","1","0"
"1010","21190","1","0"
"1010","21511","1","0"
"1010","21512","1","0"
"1010","21513","1","0"
"1010","21514","1","0"
"1010","21515","1","0"
"1010","21519","1","0"
"1010","21521","1","0"
"1010","21522","1","0"
"1010","88110","1","0"
"1020","21211","1","0"
"1020","21212","1","0"
"1020","21213","1","0"
"1020","21214","1","0"
"1020","21215","1","0"
"1020","21216","1","0"
"1020","21219","1","0"
"1020","21221","1","0"
"1020","21222","1","0"
"1020","21223","1","0"
"1020","21224","1","0"
"1020","21225","1","0"
"1020","21226","1","0"
"1020","21227","1","0"
"1020","21231","1","0"
"1020","21232","1","0"
"1020","21233","1","0"
"1020","21234","1","0"
"1020","21242","1","0"
"1020","21243","1","0"
"1020","21251","1","0"
"1020","21252","1","0"
"1020","21253","1","0"
"1020","21254","1","0"
"1020","21255","1","0"
"1020","21256","1","0"
"1020","21259","1","0"
"1020","21261","1","0"
"1020","21262","1","0"
"1020","21263","1","0"
"1020","21264","1","0"
"1020","21265","1","0"
"1020","21266","1","0"
"1020","21267","1","0"
"1020","21268","1","0"
"1020","21269","1","0"
"1020","21270","1","0"
"1020","21280","1","0"
"1020","21291","1","0"
"1020","21299","1","0"
"1020","88120","1","0"
"1030","21311","1","0"
"1030","21312","1","0"
"1030","21313","1","0"
"1030","21319","1","0"
"1030","21321","1","0"
"1030","21329","1","0"
"1030","21330","1","0"
"1030","21340","1","0"
"1030","21392","1","0"
"1030","21393","1","0"
"1030","21394","1","0"
"1030","21395","1","0"
"1030","21396","1","0"
"1030","21397","1","0"
"1030","21399","1","0"
"1030","21411","1","0"
"1030","21412","1","0"
"1030","21419","1","0"
"1030","21421","1","0"
"1030","21422","1","0"
"1030","21423","1","0"
"1030","21424","1","0"
"1030","21429","1","0"
"1030","21431","1","0"
"1030","21432","1","0"
"1030","21433","1","0"
"1030","21434","1","0"
"1030","21435","1","0"
"1030","21439","1","0"
"1030","21491","1","0"
"1030","21492","1","0"
"1030","21493","1","0"
"1030","21494","1","0"
"1030","21495","1","0"
"1030","21496","1","0"
"1030","21499","1","0"
"1030","88130","1","0"
"1040","02960","1","0"
"1040","21523","1","0"
"1040","21524","1","0"
"1040","21525","1","0"
"1040","21526","1","0"
"1040","21529","1","0"
"1040","21590","1","0"
"1040","21611","1","0"
"1040","21612","1","0"
"1040","21621","1","0"
"1040","21622","1","0"
"1040","21631","1","0"
"1040","21632","1","0"
"1040","21641","1","0"
"1040","21642","1","0"
"1040","21651","1","0"
"1040","21652","1","0"
"1040","21661","1","0"
"1040","21662","1","0"
"1040","21671","1","0"
"1040","21672","1","0"
"1040","21673","1","0"
"1040","21681","1","0"
"1040","21682","1","0"
"1040","21691","1","1"
"1040","21693","1","0"
"1040","21700","1","0"
"1040","21800","1","0"
"1040","21910","1","0"
"1040","21920","1","0"
"1040","21931","1","0"
"1040","21932","1","0"
"1040","88140","1","0"
"1050","22110","1","0"
"1050","22120","1","0"
"1050","22130","1","0"
"1050","22211","1","0"
"1050","22212","1","0"
"1050","22219","1","0"
"1050","22221","1","0"
"1050","22222","1","0"
"1050","22229","1","0"
"1050","22230","1","0"
"1050","22241","1","0"
"1050","22242","1","0"
"1050","22249","1","0"
"1050","22251","1","0"
"1050","22252","1","0"
"1050","22253","1","0"
"1050","22254","1","0"
"1050","22259","1","0"
"1050","22260","1","0"
"1050","22270","1","0"
"1050","22290","1","0"
"1050","23210","1","1"
"1050","88150","1","0"
"1061","23110","1","0"
"1061","23120","1","0"
"1061","23130","1","0"
"1061","23140","1","0"
"1061","23161","1","0"
"1061","23162","1","0"
"1061","23170","1","0"
"1061","23180","1","0"
"1061","88161","1","0"
"1062","21691","1","1"
"1062","23210","1","1"
"1062","23220","1","0"
"1062","23230","1","0"
"1062","88162","1","0"
"1071","23410","1","0"
"1071","23420","1","0"
"1071","23430","1","0"
"1071","23490","1","0"
"1071","88163","1","0"
"1072","23511","1","0"
"1072","23512","1","0"
"1072","23520","1","0"
"1072","23530","1","0"
"1072","23540","1","0"
"1072","88164","1","0"
"1073","23610","1","0"
"1073","23620","1","0"
"1073","23630","1","0"
"1073","23640","1","0"
"1073","23650","1","0"
"1073","23660","1","0"
"1073","23670","1","0"
"1073","88165","1","0"
"1074","23710","1","0"
"1074","23721","1","0"
"1074","88166","1","0"
"1075","21186","1","0"
"1075","21241","1","0"
"1075","21391","1","0"
"1075","23722","1","0"
"1075","23997","1","0"
"1075","88167","1","0"
"1079","16200","1","1"
"1079","21185","1","0"
"1079","22300","1","0"
"1079","23210","1","1"
"1079","23911","1","0"
"1079","23912","1","0"
"1079","23913","1","0"
"1079","23914","1","0"
"1079","23921","1","0"
"1079","23922","1","0"
"1079","23923","1","0"
"1079","23924","1","0"
"1079","23925","1","0"
"1079","23926","1","0"
"1079","23927","1","0"
"1079","23928","1","0"
"1079","23929","1","0"
"1079","23991","1","0"
"1079","23992","1","0"
"1079","23993","1","0"
"1079","23994","1","0"
"1079","23995","1","0"
"1079","23996","1","0"
"1079","23999","1","0"
"1079","88169","1","0"
"1080","23311","1","0"
"1080","23319","1","0"
"1080","23320","1","0"
"1080","88170","1","0"
"1101","24131","1","0"
"1101","24139","1","0"
"1101","88181","1","0"
"1102","24211","1","0"
"1102","24212","1","0"
"1102","24220","1","0"
"1102","24230","1","0"
"1102","88182","1","0"
"1103","24310","1","0"
"1103","24320","1","0"
"1103","88183","1","0"
"1104","24410","1","0"
"1104","24490","1","0"
"1104","88184","1","0"
"1200","25010","1","0"
"1200","25020","1","0"
"1200","25090","1","0"
"1200","88190","1","0"
"1311","26110","1","0"
"1311","26130","1","0"
"1311","26140","1","0"
"1311","26150","1","0"
"1311","26160","1","0"
"1311","26170","1","0"
"1311","26190","1","0"
"1311","26210","1","0"
"1311","26220","1","0"
"1311","26310","1","0"
"1311","26320","1","0"
"1311","26330","1","0"
"1311","26340","1","0"
"1311","26350","1","0"
"1311","26360","1","0"
"1311","26370","1","0"
"1311","26380","1","0"
"1311","26410","1","0"
"1311","26421","1","0"
"1311","26422","1","0"
"1311","26430","1","0"
"1311","26440","1","0"
"1311","26450","1","0"
"1311","26461","1","0"
"1311","26462","1","0"
"1311","88211","1","0"
"1312","26510","1","0"
"1312","26520","1","0"
"1312","26530","1","0"
"1312","26540","1","0"
"1312","26550","1","0"
"1312","26560","1","0"
"1312","26570","1","0"
"1312","26590","1","0"
"1312","26610","1","0"
"1312","26620","1","0"
"1312","26630","1","0"
"1312","26690","1","0"
"1312","26710","1","0"
"1312","26720","1","0"
"1312","26730","1","0"
"1312","26740","1","0"
"1312","26750","1","0"
"1312","26760","1","0"
"1312","26770","1","0"
"1312","26790","1","0"
"1312","26810","1","0"
"1312","26820","1","0"
"1312","26830","1","0"
"1312","26840","1","0"
"1312","26850","1","0"
"1312","26860","1","0"
"1312","26880","1","0"
"1312","26890","1","0"
"1312","88212","1","0"
"1313","88213","0","0"
"1391","28110","1","0"
"1391","28190","1","0"
"1391","88214","1","0"
"1392","27110","1","0"
"1392","27120","1","0"
"1392","27130","1","0"
"1392","27140","1","0"
"1392","27150","1","0"
"1392","27160","1","0"
"1392","27170","1","0"
"1392","27180","1","0"
"1392","27190","1","0"
"1392","88215","1","0"
"1393","27210","1","0"
"1393","27220","1","0"
"1393","27230","1","0"
"1393","27290","1","0"
"1393","88216","1","0"
"1394","27310","1","0"
"1394","27320","1","0"
"1394","88217","1","0"
"1399","27911","1","0"
"1399","27912","1","0"
"1399","27913","1","0"
"1399","27921","1","0"
"1399","27922","1","0"
"1399","27991","1","1"
"1399","27992","1","0"
"1399","27993","1","0"
"1399","27994","1","0"
"1399","27995","1","0"
"1399","27996","1","0"
"1399","27997","1","0"
"1399","27998","1","0"
"1399","27999","1","0"
"1399","88219","1","0"
"1410","28221","1","0"
"1410","28222","1","0"
"1410","28223","1","0"
"1410","28224","1","0"
"1410","28225","1","1"
"1410","28227","1","0"
"1410","28228","1","0"
"1410","28229","1","0"
"1410","28231","1","0"
"1410","28232","1","0"
"1410","28233","1","0"
"1410","28234","1","0"
"1410","28235","1","0"
"1410","28236","1","0"
"1410","28237","1","0"
"1410","28238","1","0"
"1410","28241","1","0"
"1410","28242","1","0"
"1410","28243","1","1"
"1410","28250","1","0"
"1410","28261","1","0"
"1410","28262","1","0"
"1410","28269","1","0"
"1410","88221","1","0"
"1420","28320","1","0"
"1420","28330","1","0"
"1420","88222","1","0"
"1430","28210","1","0"
"1430","28225","1","1"
"1430","28226","1","0"
"1430","88223","1","0"
"1511","28310","1","0"
"1511","29110","1","0"
"1511","29120","1","0"
"1511","29130","1","0"
"1511","88231","1","0"
"1512","29210","1","0"
"1512","29220","1","0"
"1512","29230","1","0"
"1512","29290","1","0"
"1512","38921","1","1"
"1512","88232","1","0"
"1520","29310","1","0"
"1520","29320","1","0"
"1520","29330","1","0"
"1520","29340","1","0"
"1520","29420","1","0"
"1520","29490","1","0"
"1520","29510","1","0"
"1520","29520","1","0"
"1520","29600","1","1"
"1520","88233","1","0"
"1610","31101","1","0"
"1610","31102","1","0"
"1610","31109","1","0"
"1610","31211","1","0"
"1610","31212","1","0"
"1610","31219","1","0"
"1610","31220","1","0"
"1610","31230","1","0"
"1610","31310","1","0"
"1610","31320","1","0"
"1610","31330","1","0"
"1610","88311","1","0"
"1621","31411","1","0"
"1621","31412","1","0"
"1621","31421","1","0"
"1621","31422","1","0"
"1621","31431","1","0"
"1621","31432","1","0"
"1621","31439","1","0"
"1621","31441","1","0"
"1621","31442","1","0"
"1621","31449","1","0"
"1621","31450","1","0"
"1621","31511","1","0"
"1621","31512","1","0"
"1621","31520","1","0"
"1621","88312","1","0"
"1622","31600","1","0"
"1622","38701","1","0"
"1622","88313","1","0"
"1623","31700","1","0"
"1623","88314","1","0"
"1629","29600","1","1"
"1629","31911","1","0"
"1629","31912","1","0"
"1629","31913","1","0"
"1629","31914","1","0"
"1629","31921","1","0"
"1629","31922","1","0"
"1629","31923","1","0"
"1629","88319","1","0"
"1701","32111","1","0"
"1701","32112","1","0"
"1701","32113","1","0"
"1701","32121","1","0"
"1701","32122","1","0"
"1701","32129","1","0"
"1701","32131","1","0"
"1701","32132","1","0"
"1701","32133","1","0"
"1701","32134","1","0"
"1701","32135","1","0"
"1701","32136","1","0"
"1701","32137","1","0"
"1701","32141","1","0"
"1701","32142","1","0"
"1701","32143","1","0"
"1701","32149","1","0"
"1701","88321","1","0"
"1702","32151","1","0"
"1702","32152","1","0"
"1702","32153","1","0"
"1702","88322","1","0"
"1709","27991","1","1"
"1709","32191","1","0"
"1709","32192","1","0"
"1709","32193","1","0"
"1709","32194","1","0"
"1709","32195","1","0"
"1709","32196","1","0"
"1709","32197","1","0"
"1709","32198","1","0"
"1709","32199","1","0"
"1709","32700","1","0"
"1709","88329","1","0"
"1811","32690","1","0"
"1811","89121","1","0"
"1812","32800","1","0"
"1812","89122","1","0"
"1820","89123","0","0"
"1910","33100","1","0"
"1910","33200","1","0"
"1910","88411","1","0"
"1920","11020","1","0"
"1920","11040","1","0"
"1920","33311","1","0"
"1920","33312","1","0"
"1920","33320","1","0"
"1920","33330","1","0"
"1920","33342","1","0"
"1920","33349","1","0"
"1920","33350","1","0"
"1920","33360","1","0"
"1920","33370","1","0"
"1920","33380","1","0"
"1920","33390","1","0"
"1920","33410","1","0"
"1920","33421","1","0"
"1920","33429","1","0"
"1920","33500","1","0"
"1920","88412","1","0"
"2011","24110","1","0"
"2011","33610","1","0"
"2011","33620","1","0"
"2011","33630","1","0"
"2011","33690","1","0"
"2011","33710","1","0"
"2011","34110","1","0"
"2011","34120","1","0"
"2011","34131","1","0"
"2011","34139","1","0"
"2011","34140","1","0"
"2011","34150","1","0"
"2011","34160","1","0"
"2011","34170","1","0"
"2011","34180","1","0"
"2011","34210","1","0"
"2011","34220","1","0"
"2011","34231","1","0"
"2011","34232","1","0"
"2011","34240","1","0"
"2011","34250","1","0"
"2011","34260","1","0"
"2011","34270","1","0"
"2011","34280","1","0"
"2011","34290","1","0"
"2011","34310","1","0"
"2011","34320","1","0"
"2011","34330","1","0"
"2011","34340","1","0"
"2011","34400","1","0"
"2011","34510","1","1"
"2011","34520","1","0"
"2011","34530","1","0"
"2011","34540","1","0"
"2011","34570","1","1"
"2011","88421","1","0"
"2012","34233","1","0"
"2012","34611","1","0"
"2012","34612","1","0"
"2012","34613","1","0"
"2012","34614","1","0"
"2012","34615","1","0"
"2012","34616","1","0"
"2012","34619","1","0"
"2012","34621","1","0"
"2012","34629","1","0"
"2012","34631","1","0"
"2012","34632","1","0"
"2012","34639","1","1"
"2012","34641","1","0"
"2012","34642","1","0"
"2012","34643","1","0"
"2012","34644","1","0"
"2012","34645","1","0"
"2012","34646","1","0"
"2012","34649","1","0"
"2012","34651","1","0"
"2012","34652","1","0"
"2012","34653","1","0"
"2012","34659","1","0"
"2012","88422","1","0"
"2013","34710","1","0"
"2013","34720","1","0"
"2013","34730","1","0"
"2013","34740","1","0"
"2013","34790","1","0"
"2013","34800","1","0"
"2013","88423","1","0"
"2021","34661","1","0"
"2021","34662","1","0"
"2021","34663","1","0"
"2021","34664","1","0"
"2021","34666","1","0"
"2021","34669","1","0"
"2021","88424","1","0"
"2022","35110","1","0"
"2022","35120","1","0"
"2022","35130","1","0"
"2022","88425","1","0"
"2023","34570","1","1"
"2023","35310","1","0"
"2023","35321","1","0"
"2023","35322","1","0"
"2023","35323","1","0"
"2023","35331","1","0"
"2023","35332","1","0"
"2023","35333","1","0"
"2023","35334","1","0"
"2023","88426","1","0"
"2029","34550","1","0"
"2029","35140","1","0"
"2029","35410","1","0"
"2029","35420","1","0"
"2029","35430","1","0"
"2029","35440","1","1"
"2029","35450","1","0"
"2029","35460","1","0"
"2029","35470","1","0"
"2029","35491","1","0"
"2029","35499","1","0"
"2029","38998","1","0"
"2029","48341","1","0"
"2029","48342","1","0"
"2029","88427","1","0"
"2030","35510","1","0"
"2030","35520","1","0"
"2030","35530","1","0"
"2030","35540","1","0"
"2030","35550","1","0"
"2030","35560","1","0"
"2030","88429","1","0"
"2100","35210","1","0"
"2100","35220","1","0"
"2100","35230","1","0"
"2100","35240","1","0"
"2100","35250","1","0"
"2100","35260","1","0"
"2100","35270","1","0"
"2100","88430","1","0"
"2211","36111","1","0"
"2211","36112","1","0"
"2211","36113","1","0"
"2211","36114","1","0"
"2211","36115","1","0"
"2211","36120","1","0"
"2211","88511","1","0"
"2219","29600","1","1"
"2219","36220","1","0"
"2219","36230","1","0"
"2219","36240","1","0"
"2219","36250","1","0"
"2219","36260","1","0"
"2219","36270","1","0"
"2219","36972","1","1"
"2219","88512","1","0"
"2220","28243","1","1"
"2220","29600","1","1"
"2220","36310","1","0"
"2220","36320","1","0"
"2220","36330","1","0"
"2220","36390","1","0"
"2220","36410","1","0"
"2220","36490","1","0"
"2220","36910","1","0"
"2220","36920","1","0"
"2220","36930","1","0"
"2220","36940","1","0"
"2220","36950","1","0"
"2220","36960","1","0"
"2220","36972","1","1"
"2220","36980","1","0"
"2220","36990","1","0"
"2220","38703","1","0"
"2220","38930","1","0"
"2220","88520","1","0"
"2220","89200","1","0"
"2310","37111","1","0"
"2310","37112","1","0"
"2310","37113","1","0"
"2310","37114","1","0"
"2310","37115","1","0"
"2310","37116","1","0"
"2310","37117","1","0"
"2310","37121","1","0"
"2310","37129","1","0"
"2310","37191","1","0"
"2310","37192","1","0"
"2310","37193","1","0"
"2310","37194","1","0"
"2310","37195","1","0"
"2310","37196","1","0"
"2310","37197","1","0"
"2310","37199","1","0"
"2310","88531","1","0"
"2391","37320","1","0"
"2391","37330","1","0"
"2391","37340","1","0"
"2391","88532","1","0"
"2392","37210","1","0"
"2392","37310","1","0"
"2392","37350","1","0"
"2392","37360","1","0"
"2392","37370","1","0"
"2392","88533","1","0"
"2393","37221","1","0"
"2393","37222","1","0"
"2393","37291","1","0"
"2393","37292","1","0"
"2393","37299","1","0"
"2393","46932","1","0"
"2393","88534","1","0"
"2394","37410","1","0"
"2394","37420","1","0"
"2394","37430","1","0"
"2394","37440","1","0"
"2394","37450","1","0"
"2394","88535","1","0"
"2395","37510","1","0"
"2395","37520","1","0"
"2395","37530","1","0"
"2395","37540","1","0"
"2395","37550","1","0"
"2395","37560","1","0"
"2395","37570","1","0"
"2395","38704","1","0"
"2395","88536","1","0"
"2396","37610","1","0"
"2396","37690","1","0"
"2396","88537","1","0"
"2399","34560","1","0"
"2399","37910","1","0"
"2399","37920","1","0"
"2399","37930","1","0"
