CN 2021,CN 2022,CNKEY,TYPE,CN2021_Deleted codes,CN2021_Reused Code
61178010,61178010,611780100080,,,
61178080,61178080,611780800080,,,
61179000,61179000,611790000080,,,
62011100,62012000,620111000080,ex,6201 11 00,
62011210,62013010,620112100080,ex,6201 12 10,
62011290,62013090,620112900080,ex,6201 12 90,
62011310,62014010,620113100080,ex,6201 13 10,
62011390,62014090,620113900080,ex,6201 13 90,
62011900,62019000,620119000080,ex,6201 19 00,
62019100,62012000,620191000080,ex,6201 91 00,
62019200,62013010,620192000080,ex,6201 92 00,
62019200,62013090,620192000080,ex,6201 92 00,
62019300,62014010,620193000080,ex,6201 93 00,
62019300,62014090,620193000080,ex,6201 93 00,
62019900,62019000,620199000080,ex,6201 99 00,
62021100,62022000,620211000080,ex,6202 11 00,
62021210,62023010,620212100080,ex,6202 12 10,
62021290,62023090,620212900080,ex,6202 12 90,
62021310,62024010,620213100080,ex,6202 13 10,
62021390,62024090,620213900080,ex,6202 13 90,
62021900,62029000,620219000080,ex,6202 19 00,
62029100,62022000,620291000080,ex,6202 91 00,
62029200,62023090,620292000080,ex,6202 92 00,
62029200,62023010,620292000080,ex,6202 92 00,
62029300,62024010,620293000080,ex,6202 93 00,
62029300,62024090,620293000080,ex,6202 93 00,
62029900,62029000,620299000080,ex,6202 99 00,
62031100,62031100,620311000080,,,
62031200,62031200,620312000080,,,
62031910,62031910,620319100080,,,
62031930,62031930,620319300080,,,
62031990,62031990,620319900080,,,
62032210,62032210,620322100080,,,
62032280,62032280,620322800080,,,
62032310,62032310,620323100080,,,
62032380,62032380,620323800080,,,
62032911,62032911,620329110080,,,
62032918,62032918,620329180080,,,
62032930,62032930,620329300080,,,
62032990,62032990,620329900080,,,
62033100,62033100,620331000080,,,
62033210,62033210,620332100080,,,
62033290,62033290,620332900080,,,
62033310,62033310,620333100080,,,
62033390,62033390,620333900080,,,
62033911,62033911,620339110080,,,
62033919,62033919,620339190080,,,
62033990,62033990,620339900080,,,
62034110,62034110,620341100080,,,
62034130,62034130,620341300080,,,
62034190,62034190,620341900080,,,
62034211,62034211,620342110080,,,
62034231,62034231,620342310080,,,
62034233,62034233,620342330080,,,
62034235,62034235,620342350080,,,
62034251,62034251,620342510080,,,
62034259,62034259,620342590080,,,
62034290,62034290,620342900080,,,
62034311,62034311,620343110080,,,
62034319,62034319,620343190080,,,
62034331,62034331,620343310080,,,
62034339,62034339,620343390080,,,
62034390,62034390,620343900080,,,
62034911,62034911,620349110080,,,
62034919,62034919,620349190080,,,
62034931,62034931,620349310080,,,
62034939,62034939,620349390080,,,
62034950,62034950,620349500080,,,
62034990,62034990,620349900080,,,
62041100,62041100,620411000080,,,
62041200,62041200,620412000080,,,
62041300,62041300,620413000080,,,
62041910,62041910,620419100080,,,
62041990,62041990,620419900080,,,
62042100,62042100,620421000080,,,
62042210,62042210,620422100080,,,
62042280,62042280,620422800080,,,
62042310,62042310,620423100080,,,
62042380,62042380,620423800080,,,
62042911,62042911,620429110080,,,
62042918,62042918,620429180080,,,
62042990,62042990,620429900080,,,
62043100,62043100,620431000080,,,
62043210,62043210,620432100080,,,
62043290,62043290,620432900080,,,
62043310,62043310,620433100080,,,
62043390,62043390,620433900080,,,
62043911,62043911,620439110080,,,
62043919,62043919,620439190080,,,
62043990,62043990,620439900080,,,
62044100,62044100,620441000080,,,
62044200,62044200,620442000080,,,
62044300,62044300,620443000080,,,
62044400,62044400,620444000080,,,
62044910,62044910,620449100080,,,
62044990,62044990,620449900080,,,
62045100,62045100,620451000080,,,
62045200,62045200,620452000080,,,
62045300,62045300,620453000080,,,
62045910,62045910,620459100080,,,
62045990,62045990,620459900080,,,
62046110,62046110,620461100080,,,
62046185,62046185,620461850080,,,
62046211,62046211,620462110080,,,
62046231,62046231,620462310080,,,
62046233,62046233,620462330080,,,
62046239,62046239,620462390080,,,
62046251,62046251,620462510080,,,
62046259,62046259,620462590080,,,
62046290,62046290,620462900080,,,
62046311,62046311,620463110080,,,
62046318,62046318,620463180080,,,
62046331,62046331,620463310080,,,
62046339,62046339,620463390080,,,
62046390,62046390,620463900080,,,
62046911,62046911,620469110080,,,
62046918,62046918,620469180080,,,
62046931,62046931,620469310080,,,
62046939,62046939,620469390080,,,
62046950,62046950,620469500080,,,
62046990,62046990,620469900080,,,
62052000,62052000,620520000080,,,
62053000,62053000,620530000080,,,
62059010,62059010,620590100080,,,
62059080,62059080,620590800080,,,
62061000,62061000,620610000080,,,
62062000,62062000,620620000080,,,
62063000,62063000,620630000080,,,
62064000,62064000,620640000080,,,
62069010,62069010,620690100080,,,
62069090,62069090,620690900080,,,
62071100,62071100,620711000080,,,
62071900,62071900,620719000080,,,
62072100,62072100,620721000080,,,
62072200,62072200,620722000080,,,
62072900,62072900,620729000080,,,
62079100,62079100,620791000080,,,
62079910,62079910,620799100080,,,
62079990,62079990,620799900080,,,
62081100,62081100,620811000080,,,
62081900,62081900,620819000080,,,
62082100,62082100,620821000080,,,
62082200,62082200,620822000080,,,
62082900,62082900,620829000080,,,
62089100,62089100,620891000080,,,
62089200,62089200,620892000080,,,
62089900,62089900,620899000080,,,
62092000,62092000,620920000080,,,
62093000,62093000,620930000080,,,
62099010,62099010,620990100080,,,
62099090,62099090,620990900080,,,
62101010,62101010,621010100080,,,
62101092,62101092,621010920080,,,
62101098,62101098,621010980080,,,
62102000,62102000,621020000080,ex,,6210 20 00
62103000,62103000,621030000080,ex,,6210 30 00
62104000,62104000,621040000080,-,,6210 40 00
62104000,62102000,621040000080,ex,,6210 40 00
62105000,62103000,621050000080,ex,,6210 50 00
62105000,62105000,621050000080,-,,6210 50 00
62111100,62111100,621111000080,,,
62111200,62111200,621112000080,,,
62112000,62112000,621120000080,,,
62113210,62113210,621132100080,,,
62113231,62113231,621132310080,,,
62113241,62113241,621132410080,,,
62113242,62113242,621132420080,,,
62113290,62113290,621132900080,,,
62113310,62113310,621133100080,,,
62113331,62113331,621133310080,,,
62113341,62113341,621133410080,,,
62113342,62113342,621133420080,,,
62113390,62113390,621133900080,,,
62113900,62113900,621139000080,,,
62114210,62114210,621142100080,,,
62114231,62114231,621142310080,,,
62114241,62114241,621142410080,,,
62114242,62114242,621142420080,,,
62114290,62114290,621142900080,,,
62114310,62114310,621143100080,,,
62114331,62114331,621143310080,,,
62114341,62114341,621143410080,,,
62114342,62114342,621143420080,,,
62114390,62114390,621143900080,,,
62114900,62114900,621149000080,,,
62121010,62121010,621210100080,,,
62121090,62121090,621210900080,,,
62122000,62122000,621220000080,,,
62123000,62123000,621230000080,,,
62129000,62129000,621290000080,,,
62132000,62132000,621320000080,,,
62139000,62139000,621390000080,,,
62141000,62141000,621410000080,,,
62142000,62142000,621420000080,,,
62143000,62143000,621430000080,,,
62144000,62144000,621440000080,,,
62149000,62149000,621490000080,,,
62151000,62151000,621510000080,,,
62152000,62152000,621520000080,,,
62159000,62159000,621590000080,,,
62160000,62160000,621600000080,,,
62171000,62171000,621710000080,,,
62179000,62179000,621790000080,,,
63011000,63011000,630110000080,,,
63012010,63012010,630120100080,,,
63012090,63012090,630120900080,,,
63013010,63013010,630130100080,,,
63013090,63013090,630130900080,,,
63014010,63014010,630140100080,,,
63014090,63014090,630140900080,,,
63019010,63019010,630190100080,,,
63019090,63019090,630190900080,,,
63021000,63021000,630210000080,,,
63022100,63022100,630221000080,,,
63022210,63022210,630222100080,,,
63022290,63022290,630222900080,,,
63022910,63022910,630229100080,,,
63022990,63022990,630229900080,,,
63023100,63023100,630231000080,,,
63023210,63023210,630232100080,,,
63023290,63023290,630232900080,,,
63023920,63023920,630239200080,,,
63023990,63023990,630239900080,,,
63024000,63024000,630240000080,,,
63025100,63025100,630251000080,,,
63025310,63025310,630253100080,,,
63025390,63025390,630253900080,,,
63025910,63025910,630259100080,,,
63025990,63025990,630259900080,,,
63026000,63026000,630260000080,,,
63029100,63029100,630291000080,,,
63029310,63029310,630293100080,,,
63029390,63029390,630293900080,,,
63029910,63029910,630299100080,,,
63029990,63029990,630299900080,,,
63031200,63031200,630312000080,,,
63031900,63031900,630319000080,,,
63039100,63039100,630391000080,,,
63039210,63039210,630392100080,,,
63039290,63039290,630392900080,,,
63039910,63039910,630399100080,,,
63039990,63039990,630399900080,,,
63041100,63041100,630411000080,,,
63041910,63041910,630419100080,,,
63041930,63041930,630419300080,,,
63041990,63041990,630419900080,,,
63042000,63042000,630420000080,,,
63049100,63049100,630491000080,,,
63049200,63049200,630492000080,,,
63049300,63049300,630493000080,,,
63049900,63049900,630499000080,,,
63051010,63051010,630510100080,,,
63051090,63051090,630510900080,,,
63052000,63052000,630520000080,,,
63053211,63053211,630532110080,,,
63053219,63053219,630532190080,,,
63053290,63053290,630532900080,,,
63053310,63053310,630533100080,,,
63053390,63053390,630533900080,,,
63053900,63053900,630539000080,,,
63059000,63059000,630590000080,,,
63061200,63061200,630612000080,,,
63061900,63061900,630619000080,,,
63062200,63062200,630622000080,,,
63062900,63062900,630629000080,,,
63063000,63063000,630630000080,,,
63064000,63064000,630640000080,,,
63069000,63069000,630690000080,,,
63071010,63071010,630710100080,,,
63071030,63071030,630710300080,,,
63071090,63071090,630710900080,,,
63072000,63072000,630720000080,,,
63079010,63079010,630790100080,,,
63079091,63079091,630790910080,,,
63079092,63079092,630790920080,,,
63079093,63079093,630790930080,,,
63079095,63079095,630790950080,,,
63079098,63079098,630790980080,,,
63080000,63080000,630800000080,,,
63090000,63090000,630900000080,,,
63101000,63101000,631010000080,,,
63109000,63109000,631090000080,,,
64011000,64011000,640110000080,,,
64019210,64019210,640192100080,,,
64019290,64019290,640192900080,,,
64019900,64019900,640199000080,,,
64021210,64021210,640212100080,,,
64021290,64021290,640212900080,,,
64021900,64021900,640219000080,,,
64022000,64022000,640220000080,,,
64029110,64029110,640291100080,,,
64029190,64029190,640291900080,,,
64029905,64029905,640299050080,,,
64029910,64029910,640299100080,,,
64029931,64029931,640299310080,,,
64029939,64029939,640299390080,,,
64029950,64029950,640299500080,,,
64029991,64029991,640299910080,,,
64029993,64029993,640299930080,,,
64029996,64029996,640299960080,,,
64029998,64029998,640299980080,,,
64031200,64031200,640312000080,,,
64031900,64031900,640319000080,,,
64032000,64032000,640320000080,,,
64034000,64034000,640340000080,,,
64035105,64035105,640351050080,,,
64035111,64035111,640351110080,,,
64035115,64035115,640351150080,,,
64035119,64035119,640351190080,,,
64035191,64035191,640351910080,,,
64035195,64035195,640351950080,,,
64035199,64035199,640351990080,,,
64035905,64035905,640359050080,,,
64035911,64035911,640359110080,,,
64035931,64035931,640359310080,,,
64035935,64035935,640359350080,,,
64035939,64035939,640359390080,,,
64035950,64035950,640359500080,,,
64035991,64035991,640359910080,,,
64035995,64035995,640359950080,,,
64035999,64035999,640359990080,,,
64039105,64039105,640391050080,,,
64039111,64039111,640391110080,,,
64039113,64039113,640391130080,,,
64039116,64039116,640391160080,,,
64039118,64039118,640391180080,,,
64039191,64039191,640391910080,,,
64039193,64039193,640391930080,,,
64039196,64039196,640391960080,,,
64039198,64039198,640391980080,,,
64039905,64039905,640399050080,,,
64039911,64039911,640399110080,,,
64039931,64039931,640399310080,,,
64039933,64039933,640399330080,,,
64039936,64039936,640399360080,,,
64039938,64039938,640399380080,,,
64039950,64039950,640399500080,,,
64039991,64039991,640399910080,,,
64039993,64039993,640399930080,,,
64039996,64039996,640399960080,,,
64039998,64039998,640399980080,,,
64041100,64041100,640411000080,,,
64041910,64041910,640419100080,,,
64041990,64041990,640419900080,,,
64042010,64042010,640420100080,,,
64042090,64042090,640420900080,,,
64051000,64051000,640510000080,,,
64052010,64052010,640520100080,,,
64052091,64052091,640520910080,,,
64052099,64052099,640520990080,,,
64059010,64059010,640590100080,,,
64059090,64059090,640590900080,,,
64061010,64061010,640610100080,,,
64061090,64061090,640610900080,,,
64062010,64062010,640620100080,,,
64062090,64062090,640620900080,,,
64069030,64069030,640690300080,,,
64069050,64069050,640690500080,,,
64069060,64069060,640690600080,,,
64069090,64069090,640690900080,,,
65010000,65010000,650100000080,,,
65020000,65020000,650200000080,,,
65040000,65040000,650400000080,,,
65050010,65050010,650500100080,,,
65050030,65050030,650500300080,,,
65050090,65050090,650500900080,,,
65061010,65061010,650610100080,,,
65061080,65061080,650610800080,,,
65069100,65069100,650691000080,,,
65069910,65069910,650699100080,,,
65069990,65069990,650699900080,,,
65070000,65070000,650700000080,,,
66011000,66011000,660110000080,,,
66019100,66019100,660191000080,,,
66019920,66019920,660199200080,,,
66019990,66019990,660199900080,,,
66020000,66020000,660200000080,,,
66032000,66032000,660320000080,,,
66039010,66039010,660390100080,,,
66039090,66039090,660390900080,,,
67010000,67010000,670100000080,,,
67021000,67021000,670210000080,,,
67029000,67029000,670290000080,,,
67030000,67030000,670300000080,,,
67041100,67041100,670411000080,,,
67041900,67041900,670419000080,,,
67042000,67042000,670420000080,,,
67049000,67049000,670490000080,,,
68010000,68010000,680100000080,,,
68021000,68021000,680210000080,,,
68022100,68022100,680221000080,,,
68022300,68022300,680223000080,,,
68022900,68022900,680229000080,,,
68029100,68029100,680291000080,,,
68029200,68029200,680292000080,,,
68029310,68029310,680293100080,,,
68029390,68029390,680293900080,,,
68029910,68029910,680299100080,,,
68029990,68029990,680299900080,,,
68030010,68030010,680300100080,,,
68030090,68030090,680300900080,,,
68041000,68041000,680410000080,,,
68042100,68042100,680421000080,,,
68042212,68042212,680422120080,,,
68042218,68042218,680422180080,,,
68042230,68042230,680422300080,,,
68042250,68042250,680422500080,,,
68042290,68042290,680422900080,,,
68042300,68042300,680423000080,,,
68043000,68043000,680430000080,,,
68051000,68051000,680510000080,,,
68052000,68052000,680520000080,,,
68053000,68053000,680530000080,,,
68061000,68061000,680610000080,,,
68062010,68062010,680620100080,,,
68062090,68062090,680620900080,,,
68069000,68069000,680690000080,,,
68071000,68071000,680710000080,,,
68079000,68079000,680790000080,,,
68080000,68080000,680800000080,,,
68091100,68091100,680911000080,,,
68091900,68091900,680919000080,,,
68099000,68099000,680990000080,,,
68101110,68101110,681011100080,,,
68101190,68101190,681011900080,,,
68101900,68101900,681019000080,,,
68109100,68109100,681091000080,,,
68109900,68109900,681099000080,,,
68114000,68114000,681140000080,,,
68118100,68118100,681181000080,,,
68118200,68118200,681182000080,,,
68118900,68118900,681189000080,,,
68128010,68128010,681280100080,,,
68128090,68128090,681280900080,,,
68129100,68129100,681291000080,,,
68129200,68129990,681292000080,ex,6812 92 00,
68129300,68129990,681293000080,ex,6812 93 00,
68129910,68129910,681299100080,,,
68129990,68129990,681299900080,ex,,6812 99 90
68132000,68132000,681320000080,,,
68138100,68138100,681381000080,,,
68138900,68138900,681389000080,,,
68141000,68141000,681410000080,,,
68149000,68149000,681490000080,,,
68151010,68151100,681510100080,-,6815 10 10,
68151010,68151200,681510100080,-,6815 10 10,
68151010,68151300,681510100080,-,6815 10 10,
68151090,68151900,681510900080,-,6815 10 90,
68152000,68152000,681520000080,,,
68159100,68159100,681591000080,ex,,6815 91 00
68159900,68159900,681599000080,-,,6815 99 00
68159900,68159100,681599000080,ex,,6815 99 00
69010000,69010000,690100000080,,,
69021000,69021000,690210000080,,,
69022010,69022010,690220100080,,,
69022091,69022091,690220910080,,,
69022099,69022099,690220990080,,,
69029000,69029000,690290000080,,,
69031000,69031000,690310000080,,,
69032010,69032010,690320100080,,,
69032090,69032090,690320900080,,,
69039010,69039010,690390100080,,,
69039090,69039090,690390900080,,,
69041000,69041000,690410000080,,,
69049000,69049000,690490000080,,,
69051000,69051000,690510000080,,,
69059000,69059000,690590000080,,,
69060000,69060000,690600000080,,,
69072100,69072100,690721000080,,,
69072200,69072200,690722000080,,,
69072300,69072300,690723000080,,,
69073000,69073000,690730000080,,,
69074000,69074000,690740000080,,,
69091100,69091100,690911000080,,,
69091200,69091200,690912000080,,,
69091900,69091900,690919000080,,,
69099000,69099000,690990000080,,,
69101000,69101000,691010000080,,,
69109000,69109000,691090000080,,,
69111000,69111000,691110000080,,,
69119000,69119000,691190000080,,,
69120021,69120021,691200210080,,,
69120023,69120023,691200230080,,,
69120025,69120025,691200250080,,,
69120029,69120029,691200290080,,,
69120081,69120081,691200810080,,,
69120083,69120083,691200830080,,,
69120085,69120085,691200850080,,,
69120089,69120089,691200890080,,,
69131000,69131000,691310000080,,,
69139010,69139010,691390100080,,,
69139093,69139093,691390930080,,,
69139098,69139098,691390980080,,,
69141000,69141000,691410000080,,,
69149000,69149000,691490000080,,,
70010010,70010010,700100100080,-,,7001 00 10
70010091,70010091,700100910080,,,
70010099,70010099,700100990080,,,
70021000,70021000,700210000080,,,
70022010,70022010,700220100080,,,
70022090,70022090,700220900080,,,
70023100,70023100,700231000080,,,
70023200,70023200,700232000080,,,
70023900,70023900,700239000080,,,
70031210,70031210,700312100080,,,
70031291,70031291,700312910080,,,
70031299,70031299,700312990080,,,
70031910,70031910,700319100080,,,
70031990,70031990,700319900080,,,
70032000,70032000,700320000080,,,
70033000,70033000,700330000080,,,
70042010,70042010,700420100080,,,
70042091,70042091,700420910080,,,
70042099,70042099,700420990080,,,
70049010,70049010,700490100080,,,
70049080,70049080,700490800080,,,
70051005,70051005,700510050080,,,
70051025,70051025,700510250080,,,
70051030,70051030,700510300080,,,
70051080,70051080,700510800080,,,
70052125,70052125,700521250080,,,
70052130,70052130,700521300080,,,
70052180,70052180,700521800080,,,
70052925,70052925,700529250080,,,
70052935,70052935,700529350080,,,
70052980,70052980,700529800080,,,
70053000,70053000,700530000080,,,
70060010,70060010,700600100080,,,
70060090,70060090,700600900080,,,
70071110,70071110,700711100080,,,
70071190,70071190,700711900080,,,
70071910,70071910,700719100080,,,
70071920,70071920,700719200080,,,
70071980,70071980,700719800080,,,
70072120,70072120,700721200080,,,
70072180,70072180,700721800080,,,
70072900,70072900,700729000080,,,
70080020,70080020,700800200080,,,
70080081,70080081,700800810080,,,
70080089,70080089,700800890080,,,
70091000,70091000,700910000080,,,
70099100,70099100,700991000080,,,
70099200,70099200,700992000080,,,
70101000,70101000,701010000080,,,
70102000,70102000,701020000080,,,
70109010,70109010,701090100080,,,
70109021,70109021,701090210080,,,
70109031,70109031,701090310080,,,
70109041,70109041,701090410080,,,
70109043,70109043,701090430080,,,
70109045,70109045,701090450080,,,
70109047,70109047,701090470080,,,
70109051,70109051,701090510080,,,
70109053,70109053,701090530080,,,
70109055,70109055,701090550080,,,
70109057,70109057,701090570080,,,
70109061,70109061,701090610080,,,
70109067,70109067,701090670080,,,
70109071,70109071,701090710080,,,
70109079,70109079,701090790080,,,
70109091,70109091,701090910080,,,
70109099,70109099,701090990080,,,
70111000,70111000,701110000080,,,
70112000,70112000,701120000080,,,
70119000,70119000,701190000080,,,
70131000,70131000,701310000080,,,
70132210,70132210,701322100080,,,
70132290,70132290,701322900080,,,
70132810,70132810,701328100080,,,
70132890,70132890,701328900080,,,
70133311,70133311,701333110080,,,
70133319,70133319,701333190080,,,
70133391,70133391,701333910080,,,
70133399,70133399,701333990080,,,
70133710,70133710,701337100080,,,
70133751,70133751,701337510080,,,
70133759,70133759,701337590080,,,
70133791,70133791,701337910080,,,
70133799,70133799,701337990080,,,
70134110,70134110,701341100080,,,
70134190,70134190,701341900080,,,
70134200,70134200,701342000080,,,
70134910,70134910,701349100080,,,
70134991,70134991,701349910080,,,
70134999,70134999,701349990080,,,
70139110,70139110,701391100080,,,
70139190,70139190,701391900080,,,
70139900,70139900,701399000080,,,
70140000,70140000,701400000080,,,
70151000,70151000,701510000080,,,
70159000,70159000,701590000080,,,
70161000,70161000,701610000080,,,
70169010,70169010,701690100080,,,
70169040,70169040,701690400080,,,
70169070,70169070,701690700080,,,
70171000,70171000,701710000080,,,
70172000,70172000,701720000080,,,
70179000,70179000,701790000080,,,
70181011,70181011,701810110080,,,
70181019,70181019,701810190080,,,
70181030,70181030,701810300080,,,
70181051,70181051,701810510080,,,
70181059,70181059,701810590080,,,
70181090,70181090,701810900080,,,
70182000,70182000,701820000080,,,
70189010,70189010,701890100080,,,
70189090,70189090,701890900080,,,
70191100,70191100,701911000080,,,
70191200,70191200,701912000080,,,
70191910,70191300,701919100080,ex,7019 19 10,
70191910,70191900,701919100080,ex,7019 19 10,
70191990,70191300,701919900080,ex,7019 19 90,
70191990,70191900,701919900080,ex,7019 19 90,
70193100,70191400,701931000080,-,7019 31 00,
70193100,70191500,701931000080,-,7019 31 00,
70193200,70197100,701932000080,-,7019 32 00,
70193900,70196200,701939000080,-,7019 39 00,
70193900,70196910,701939000080,-,7019 39 00,
70193900,70197200,701939000080,-,7019 39 00,
70193900,70197300,701939000080,-,7019 39 00,
70193900,70198010,701939000080,-,7019 39 00,
70193900,70199000,701939000080,ex,7019 39 00,
70194000,70196100,701940000080,-,7019 40 00,
70194000,70199000,701940000080,ex,7019 40 00,
70194000,70196500,701940000080,ex,7019 40 00,
70194000,70196600,701940000080,ex,7019 40 00,
70195100,70196300,701951000080,ex,7019 51 00,
70195100,70196400,701951000080,ex,7019 51 00,
70195100,70196500,701951000080,ex,7019 51 00,
70195100,70196990,701951000080,ex,7019 51 00,
70195100,70199000,701951000080,ex,7019 51 00,
70195200,70196300,701952000080,ex,7019 52 00,
70195200,70199000,701952000080,ex,7019 52 00,
70195200,70196400,701952000080,ex,7019 52 00,
70195200,70196600,701952000080,ex,7019 52 00,
70195900,70199000,701959000080,ex,7019 59 00,
70195900,70196300,701959000080,ex,7019 59 00,
70195900,70196400,701959000080,ex,7019 59 00,
70195900,70196600,701959000080,ex,7019 59 00,
70195900,70196990,701959000080,ex,7019 59 00,
70199000,70199000,701990000080,ex,,7019 90 00
70199000,70198090,701990000080,-,,7019 90 00
70199000,70196990,701990000080,ex,,7019 90 00
70200005,70200005,702000050080,,,
70200007,70200007,702000070080,,,
70200008,70200008,702000080080,,,
70200010,70200010,702000100080,,,
70200030,70200030,702000300080,,,
70200080,70200080,702000800080,,,
71011000,71011000,710110000080,,,
71012100,71012100,710121000080,,,
71012200,71012200,710122000080,,,
71021000,71021000,710210000080,,,
71022100,71022100,710221000080,,,
71022900,71022900,710229000080,,,
71023100,71023100,710231000080,,,
71023900,71023900,710239000080,,,
71031000,71031000,710310000080,,,
71039100,71039100,710391000080,,,
71039900,71039900,710399000080,,,
71041000,71041000,710410000080,,,
71042010,71042100,710420100080,-,7104 20 10,
71042090,71042900,710420900080,-,7104 20 90,
71049010,71049100,710490100080,-,7104 90 10,
71049090,71049900,710490900080,-,7104 90 90,
71051000,71051000,710510000080,,,
71059000,71059000,710590000080,,,
71061000,71061000,710610000080,,,
71069100,71069100,710691000080,,,
71069200,71069200,710692000080,,,
71070000,71070000,710700000080,,,
71081100,71081100,710811000080,,,
71081200,71081200,710812000080,,,
71081310,71081310,710813100080,,,
71081380,71081380,710813800080,,,
71082000,71082000,710820000080,,,
71090000,71090000,710900000080,,,
71101100,71101100,711011000080,,,
71101910,71101910,711019100080,,,
71101980,71101980,711019800080,,,
71102100,71102100,711021000080,,,
71102900,71102900,711029000080,,,
71103100,71103100,711031000080,,,
71103900,71103900,711039000080,,,
71104100,71104100,711041000080,,,
71104900,71104900,711049000080,,,
71110000,71110000,711100000080,,,
71123000,71123000,711230000080,,,
71129100,85492100,711291000080,ex,,7112 91 00
71129100,85492900,711291000080,ex,,7112 91 00
71129100,71129100,711291000080,-,,7112 91 00
71129200,85492100,711292000080,ex,,7112 92 00
71129200,85492900,711292000080,ex,,7112 92 00
71129200,71129200,711292000080,-,,7112 92 00
71129900,71129900,711299000080,-,,7112 99 00
71129900,85492100,711299000080,ex,,7112 99 00
71129900,85492900,711299000080,ex,,7112 99 00
71131100,71131100,711311000080,,,
71131900,71131900,711319000080,,,
71132000,71132000,711320000080,,,
71141100,71141100,711411000080,,,
71141900,71141900,711419000080,,,
71142000,71142000,711420000080,,,
71151000,71151000,711510000080,,,
71159000,71159000,711590000080,,,
71161000,71161000,711610000080,,,
71162011,71162011,711620110080,,,
71162080,71162080,711620800080,,,
71171100,71171100,711711000080,,,
71171900,71171900,711719000080,,,
71179000,71179000,711790000080,,,
71181000,71181000,711810000080,,,
71189000,71189000,711890000080,,,
72011011,72011011,720110110080,,,
72011019,72011019,720110190080,,,
72011030,72011030,720110300080,,,
72011090,72011090,720110900080,,,
72012000,72012000,720120000080,,,
72015010,72015010,720150100080,,,
72015090,72015090,720150900080,,,
72021120,72021120,720211200080,,,
72021180,72021180,720211800080,,,
72021900,72021900,720219000080,,,
72022100,72022100,720221000080,,,
72022910,72022910,720229100080,,,
72022990,72022990,720229900080,,,
72023000,72023000,720230000080,,,
72024110,72024110,720241100080,,,
72024190,72024190,720241900080,,,
72024910,72024910,720249100080,,,
72024950,72024950,720249500080,,,
72024990,72024990,720249900080,,,
72025000,72025000,720250000080,,,
72026000,72026000,720260000080,,,
72027000,72027000,720270000080,,,
72028000,72028000,720280000080,,,
72029100,72029100,720291000080,,,
72029200,72029200,720292000080,,,
72029300,72029300,720293000080,,,
72029910,72029910,720299100080,,,
72029930,72029930,720299300080,,,
72029980,72029980,720299800080,,,
72031000,72031000,720310000080,,,
72039000,72039000,720390000080,,,
72041000,72041000,720410000080,,,
72042110,72042110,720421100080,,,
72042190,72042190,720421900080,,,
72042900,72042900,720429000080,,,
72043000,72043000,720430000080,,,
72044110,72044110,720441100080,,,
72044191,72044191,720441910080,,,
72044199,72044199,720441990080,,,
72044910,72044910,720449100080,,,
72044930,72044930,720449300080,,,
72044990,72044990,720449900080,,,
72045000,72045000,720450000080,,,
72051000,72051000,720510000080,,,
72052100,72052100,720521000080,,,
72052900,72052900,720529000080,,,
72061000,72061000,720610000080,,,
72069000,72069000,720690000080,,,
72071111,72071111,720711110080,,,
72071114,72071114,720711140080,,,
72071116,72071116,720711160080,,,
72071190,72071190,720711900080,,,
72071210,72071210,720712100080,,,
72071290,72071290,720712900080,,,
72071912,72071912,720719120080,,,
72071919,72071919,720719190080,,,
72071980,72071980,720719800080,,,
72072011,72072011,720720110080,,,
72072015,72072015,720720150080,,,
72072017,72072017,720720170080,,,
72072019,72072019,720720190080,,,
72072032,72072032,720720320080,,,
72072039,72072039,720720390080,,,
72072052,72072052,720720520080,,,
72072059,72072059,720720590080,,,
72072080,72072080,720720800080,,,
72081000,72081000,720810000080,,,
72082500,72082500,720825000080,,,
72082600,72082600,720826000080,,,
72082700,72082700,720827000080,,,
72083600,72083600,720836000080,,,
72083700,72083700,720837000080,,,
72083800,72083800,720838000080,,,
72083900,72083900,720839000080,,,
72084000,72084000,720840000080,,,
72085120,72085120,720851200080,,,
72085191,72085191,720851910080,,,
72085198,72085198,720851980080,,,
72085210,72085210,720852100080,,,
72085291,72085291,720852910080,,,
72085299,72085299,720852990080,,,
72085310,72085310,720853100080,,,
72085390,72085390,720853900080,,,
72085400,72085400,720854000080,,,
72089020,72089020,720890200080,,,
72089080,72089080,720890800080,,,
72091500,72091500,720915000080,,,
72091610,72091610,720916100080,,,
72091690,72091690,720916900080,,,
72091710,72091710,720917100080,,,
72091790,72091790,720917900080,,,
72091810,72091810,720918100080,,,
72091891,72091891,720918910080,,,
72091899,72091899,720918990080,,,
72092500,72092500,720925000080,,,
72092610,72092610,720926100080,,,
72092690,72092690,720926900080,,,
72092710,72092710,720927100080,,,
72092790,72092790,720927900080,,,
72092810,72092810,720928100080,,,
72092890,72092890,720928900080,,,
72099020,72099020,720990200080,,,
72099080,72099080,720990800080,,,
72101100,72101100,721011000080,,,
72101220,72101220,721012200080,,,
72101280,72101280,721012800080,,,
72102000,72102000,721020000080,,,
72103000,72103000,721030000080,,,
72104100,72104100,721041000080,,,
72104900,72104900,721049000080,,,
72105000,72105000,721050000080,,,
72106100,72106100,721061000080,,,
72106900,72106900,721069000080,,,
72107010,72107010,721070100080,,,
72107080,72107080,721070800080,,,
72109030,72109030,721090300080,,,
